docente_id,docente_nome,docente_campus,artigo_titulo,artigo_ano,artigo_autores,artigo_total_autores,nome_citacao_primeiro_autor,artigo_grande_area,artigo_area,artigo_sub_area,artigo_relevante,artigo_doi
6082,Sergio Magno Carvalho De Souza,Campus Ceilândia,O Estado e suas regionalizações: uma reflexão a partir do caso da Região Integrada de Desenvolvimento do Distrito Federal e Entorno (Ride-DF),2020,Sergio Magno Carvalho de Souza,1,"SOUZA, S. M. C.",CIENCIAS_HUMANAS,,,NAO,
6082,Sergio Magno Carvalho De Souza,Campus Ceilândia,Coordenação federativa e a gestão da pandemia de COVID-19 na Região Integrada de Desenvolvimento do Distrito Federal e Entorno (Ride-DF),2022,Sergio Magno Carvalho de Souza,1,"SOUZA, S. M. C.",CIENCIAS_HUMANAS,,,NAO,
6082,Sergio Magno Carvalho De Souza,Campus Ceilândia,O papel dos serviços de saúde e educação na estruturação de redes urbanas: o caso da Região Ampliada de Articulação Urbana do Arranjo Populacional de Brasília,2024,Sergio Magno Carvalho de Souza | Letícia Silva de Lira,2,"SOUZA, S. M. C.",CIENCIAS_HUMANAS,,Geografia Regional,NAO,10.26512/2236-56562024e52537
6082,Sergio Magno Carvalho De Souza,Campus Ceilândia,"Gestão regional e metropolitana na Região Integrada de Desenvolvimento do Distrito Federal e Entorno (RIDE-DF): arranjo institucional, agentes e políticas públicas",2017,Sergio Magno Carvalho de Souza,1,"SOUZA, S. M. C.",CIENCIAS_HUMANAS,,Geografia Regional,SIM,
6083,Tiago De Jesus E Castro,Campus Taguatinga,Structural and magnetic properties of ZnO-CoFe2O4 nanocomposites,2015,"Tiago de Jesus e Castro | DA SILVA, S.W. | Fábio Nakagomi | MOURA, N.S. | FRANCO, A. | MORAIS, P.C.",6,"CASTRO, T.J.",,,,SIM,10.1016/j.jmmm.2015.04.036
6083,Tiago De Jesus E Castro,Campus Taguatinga,Investigation of additional Raman modes in ZnO and Eu0.01Zn0.99O nanoparticles synthesized by the solution combustion method,2016,"Tiago de Jesus e Castro | FRANCO, A. | Hermínia Pessoni | RODRIGUES, P.A.M. | MORAIS, P.C. | DA SILVA, S.W.",6,"CASTRO, T.J.",,,,SIM,10.1016/j.jallcom.2016.08.297
6083,Tiago De Jesus E Castro,Campus Taguatinga,Optical and magnetic properties of Co-doped ZnO nanoparticles and the onset of ferromagnetic order,2017,"Tiago de Jesus e Castro | DA SILVA, S. W. | RODRIGUES, P. A. M. | A. C. Oliveira | Fábio Nakagomi | MANTILLA, J. | COAQUIRA, J. A. H. | FRANCO JÚNIOR, A. | PESSONI, H. V. S. | Paulo Cesar de Morais",10,"CASTRO, T. J.",,,,NAO,10.1063/1.4973526
6083,Tiago De Jesus E Castro,Campus Taguatinga,"Gadolinium ferrite nanoparticles: Synthesis and morphological, structural and magnetic properties",2016,"SENA, N.C. | Tiago de Jesus e Castro | GARG, V.K. | OLIVEIRA, A.C. | MORAIS, P.C. | DA SILVA, S.W.",6,"SENA, N.C.",,,,NAO,10.1016/j.ceramint.2016.11.155
6083,Tiago De Jesus E Castro,Campus Taguatinga,Espectroscopia óptica de baixo custo: uma estratégia para a introdução de conceitos de física quântica no ensino médio,2019,"AZEVEDO, AISSA L. | SOUSA, ANDERSON K.S. | Tiago de Jesus e Castro",3,"AZEVEDO, AISSA L.",,,,NAO,10.1590/1806-9126-rbef-2018-0349
6083,Tiago De Jesus E Castro,Campus Taguatinga,Cation distribution of Zn Co1-Fe2O4 nanoparticles: A resonant X-ray diffraction study,2020,"Nakagomi, F. | DE SOUZA, P.E.N. | Tiago de Jesus e Castro | GARG, V.K. | OLIVEIRA, A.C. | SILVA, F.C. E | FRANCO, A. | MORAIS, P.C. | DA SILVA, S.W.",9,"Nakagomi, F.",,,,NAO,10.1016/j.jallcom.2020.155751
6083,Tiago De Jesus E Castro,Campus Taguatinga,Using Grätzel cells as Arduino-controlled photosensors: proposals for the insertion of nanoscience and nanotechnology in classroom,2020,Tiago de Jesus e Castro,1,"CASTRO, TIAGO J.",,,,NAO,10.1590/1806-9126-RBEF-2020-0072
6083,Tiago De Jesus E Castro,Campus Taguatinga,"Structural, optical and magnetic properties of CoAl Fe2-O4 nanoparticles prepared by combustion reaction method",2021,"FERRAZ, I.S.B. | Tiago de Jesus e Castro | MANTILLA, J. | COAQUIRA, J.A.H. | GARG, V.K. | OLIVEIRA, A.C. | FRANCO, A. | MORAIS, P.C. | DA SILVA, S.W.",9,"FERRAZ, I.S.B.",,,,NAO,10.1016/j.jallcom.2021.161398
6083,Tiago De Jesus E Castro,Campus Taguatinga,Evidence of ytterbium doping in Ybx Zn1-xO nanoparticles synthesized by polymer precursor method,2021,Mateus de Sousa Lucena Trindade | Thauany Soares da Silva | Washington Luiz Rodrigues Pires | Tiago de Jesus e Castro,4,"TRINDADE, M. S. L.",,,,NAO,10.1590/0366-69132021673833109
6083,Tiago De Jesus E Castro,Campus Taguatinga,Size controlling and tailoring the properties of Gd Zn1-O nanoparticles,2021,"Tiago de Jesus e Castro | ARAGÓN, F.F.H. | CONCEIÇÃO, E.J.F. | COAQUIRA, J.A.H. | MORAIS, P.C. | DA SILVA, S.W.",6,"CASTRO, T.J.",,,,NAO,10.1016/j.ceramint.2021.10.227
6083,Tiago De Jesus E Castro,Campus Taguatinga,Low-cost and easily replicable apparatus: an Arduino controlled device for educational activities focused on measuring Brewster?s angle,2022,"JESUS, GUILHERME C C | Tiago de Jesus e Castro",2,"JESUS, GUILHERME C C",,,,SIM,10.1088/1361-6552/ac3f71
6083,Tiago De Jesus E Castro,Campus Taguatinga,"Structural, optical and magnetic properties of Er Zn1-O nanoparticles: The impact of the Er-content",2023,"Tiago de Jesus e Castro | CONCEIÇÃO, E.J.F. | ARAGÓN, F.F.H. | COAQUIRA, J.A.H. | MORAIS, P.C. | DA SILVA, S.W.",6,"CASTRO, T.J.",,,,NAO,10.1016/j.jallcom.2023.170928
6083,Tiago De Jesus E Castro,Campus Taguatinga,Green synthesis of silver nanoparticles and their application for colorimetric detection of L-cysteine: a spectroscopic investigation,2024,"MATOS, MATEUS R. | REZENDE, ERIC F.G. | ANTÃO, PEDRO P.C. | XAVIER, LUCIANE M.S. | FERNANDES, FABIANO C. | Tiago de Jesus e Castro",6,"MATOS, MATEUS R.",,,,SIM,10.1016/j.inoche.2024.112767
6083,Tiago De Jesus E Castro,Campus Taguatinga,Tailoring the structural and optical properties of lead-free Na0.5(Bi1-Sm )0.5TiO3 multifunctional ceramics by Sm-doping,2024,"VOLPI, F.M. | Tiago de Jesus e Castro | FRANCO, A. | LIRA, S.O. | MORAIS, P.C. | DA SILVA, S.W.",6,"VOLPI, F.M.",,,,NAO,10.1016/j.jallcom.2024.175963
6083,Tiago De Jesus E Castro,Campus Taguatinga,Development of an Automated Arduino-Based UV-C Photocatalytic System for Pollutant Degradation Studies,2025,"DE CASTRO ANTÃO, PEDRO PAULO P C | ORNELAS MELQUIADES, SYBELLE O | BATISTA, JOÃO VITOR V S | Tiago de Jesus e Castro",4,"DE CASTRO ANTÃO, PEDRO PAULO P C",,,,SIM,10.1088/1361-6501/adf45e
6083,Tiago De Jesus E Castro,Campus Taguatinga,"Effects of Gd doping on the structural, optical and magnetic properties of <math altimg='&quot;si0001.gif&quot;'> <msub> <mrow> <mi mathvariant='&quot;bold&quot;'>Ce</mi> </mrow> <mrow> <mn mathvariant='&quot;bold&quot;'>1</mn> <mo>&#8722;</mo> <mi mathvariant='&quot;bold-italic&quot;'>x</mi> </mrow> </msub> &lt;</math>",2023,"CONCEIÇÃO, E.J.F. | ARAGÓN, F.F.H. | URIAN, Y.A. | Tiago de Jesus e Castro | COAQUIRA, J.A.H. | MORAIS, P.C. | DA SILVA, S.W.",7,"CONCEIÇÃO, E.J.F.",,,,NAO,10.1016/j.jallcom.2023.170628
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,"AVALIAÇÃO DA CONFORMIDADE ERGONÔMICA DE CADEIRAS RESIDENCIAIS, VISANDO AO REDESIGN: ESTUDO DE",2005,"Fernanda Freitas Costa de Torres | Amaury Paulo de souza | Luciano José Minetti | DE Moraes, D",4,"TORRES, F. F.C.",,,,SIM,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,AVALIAÇÃO ANTROPOMÉTRICA DE TRABALHADORES EM INDÚSTRIAS,2006,Kátia Regina Silva | Amaury Paulo de souza | Luciano José Minetti | Fernanda Freitas Costa de Torres,4,"Silva,K.R",,,,SIM,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,Oficina - Escola Restauro de Mobiliário Modernistas,2019,Fernanda Freitas Costa de Torres | Frederico Hudson Ferreira,2,"TORRES, F. F.C.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,Restauração de mobiliário histórico da universidade de Brasília,2016,Frederico Hudson Ferreira | Fernanda Freitas Costa de Torres,2,"FERREIRA, F. H.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,Oficina-Escola de restauro de mobiliário modernista,2019,Fernanda Freitas Costa de Torres | Frederico Hudson Ferreira,2,"TORRES, F. F.C.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,Workshop-School of restoration of modern furniture,2021,Frederico Hudson Ferreira | Fernanda Freitas Costa de Torres,2,"FERREIRA, F. H.",,,,NAO,10.14568/cp38
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,O mobiliário de Anna Maria Niemeyer para o Palácio da Alvorada,2021,"Fernanda Freitas Costa de Torres | FERREIRA, FREDERICO HUDSON",2,"TORRES, FERNANDA FREITAS COSTA DE",,,,NAO,10.35522/eed.v29i3.1277
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,O RESTAURO DO MOBILIÁRIO MODERNO DE KARL HEINZ BERGMILLER PARA O PALÁCIO ITAMARATY,2022,Fernanda Freitas Costa de Torres | Frederico Hudson Ferreira,2,"TORRES, F. F.C.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,O mobiliário de Anna Maria Niemeyer para o Palácio da Alvorada,2021,Fernanda Freitas Costa de Torres | Frederico Hudson Ferreira,2,"TORRES, F. F.C.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,Oficina-Escola de restauro de mobiliário moderno,2021,Frederico Hudson Ferreira | Fernanda Freitas Costa de Torres,2,"FERREIRA, F. H.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,OFICINA ESCOLA DE RESTAURO DE MOBILIÁRIO MODERNO DE BRASÍLIA: A CONTRIBUIÇÃO PARA A RECUPERAÇÃO SOCIAL DO PRESO,2023,Fernanda Freitas Costa de Torres | Frederico Hudson Ferreira,2,"TORRES, F. F.C.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,OFICINA ESCOLA DE RESTAURO DE MOBILIÁRIO MODERNO DE BRASÍLIA: a contribuição para a recuperação social do preso,2023,Fernanda Freitas Costa de Torres | Frederico Hudson Ferreira,2,"TORRES, F. F.C.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,RESTAURO DE MOBILIÁRIO MODERNO: MESA ITAMARATY DE SERGIO RODRIGUES,2024,Fernanda Freitas Costa de Torres | Frederico Hudson Ferreira,2,"TORRES, F. F.C.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,The Restoration of Modern Furniture by Karl Heinz Bergmiller for the Itamaraty Palace,2024,Fernanda Freitas Costa de Torres | Frederico Hudson Ferreira,2,"TORRES, F. F.C.",,,,NAO,
6084,Fernanda Freitas Costa De Torres,Campus Samambaia,Ergonomia cognitiva e a estética: interesse do usuário na aquisição de produtos,2012,Fernanda Freitas Costa de Torres | Ardalla vieira | Fernanda Conrard Rigo,3,"TORRES, F. F.C.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Expansão urbana desordenada em Aparecida de Goiânia e impactos sócio-ambientais na Serra das Areias,2007,José Vandério Cirqueira Pinto,1,"PINTO, J. V. C.",CIENCIAS_HUMANAS,,Geografia Urbana,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Resenha: Planeta Favela de Mike Davis,2007,José Vandério Cirqueira Pinto,1,"PINTO, J. V. C.",CIENCIAS_HUMANAS,,Geografia Urbana,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Periodização de Aparecida de Goiânia: da forma embrionária às novas funcionalidades no espaço fragmentado,2009,José Vandério Cirqueira Pinto,1,"PINTO, J. V. C.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Desconstruindo a cidade dormitório: centralidades e espaço intra-urbano de Aparecida de Goiânia,2009,José Vandério Cirqueira Pinto,1,"PINTO, J. V. C.",,,,SIM,10.4215/RM2009.0816.0004
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,As diversas escalas de análise do espaço metropolitano: o espaço intraurbano e intra-metropolitano,2010,José Vandério Cirqueira Pinto,1,"PINTO, J. V. C.",CIENCIAS_HUMANAS,,Geografia Urbana,SIM,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,"Avaliação dos impactos territoriais dos programas estaduais de intervenção regional para o Nordeste goiano, o Norte goiano e o entorno do Distrito Federal, entre 1998 e 2006",2010,"ARRAIS, Tadeu Pereira Alencar | Tathiana Rodrigues Salgado | Leandro Oliveira Lima | José Vandério Cirqueira Pinto",4,"ARRAIS, Tadeu Pereira Alencar",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Reetruturação Intra-urbana de Aparecida de Goiânia: A Configuração de Novas Centralidades e Subcentros na Avenida Rio Verde,2009,José Vandério Cirqueira Pinto,1,"PINTO, J. V. C.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Cidade de limiar: notas teórico-metodológicas acerca do caráter político dos arrabaldes metropolitanos brasileiros,2014,José Vandério Cirqueira Pinto,1,"PINTO, J. V. C.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Hedonismo social na geografia de Élisée Reclus: elementos para pensar uma erótica libertária da solaridade,2015,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Élisée Reclus e a excentricidade de sua geografia anarquista,2016,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Um ponto no infinito do espaço: a geografia libertária de Élisée Reclus surgiu antes da hora?,2017,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,A point in the infinity of space: did Élisée Reclus?s libertarian geography emerge ahead of its time?,2017,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,A escola vista de dentro: eflúvios de uma pedagogia anarquista,2017,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Élisée Reclus e o círculo de geógrafos anarquistas (1872 - 1890),2019,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, José Vandério",,,,NAO,10.5216/ag.v13i3.59736
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Élisée Reclus and the Circle of Anarchist Geographers (1872 ?1890),2019,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,O CONTINENTE LIBERTÁRIO DA GEOGRAFIA,2020,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, José Vandério",,,,NAO,10.5216/bgg.v40i01.59892
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Geography?s anarchist continent: discontinuity in the history of geographic thought,2020,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Geografias libertárias e práticas antiautoritárias,2020,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, José Vandério",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,Pensar fora dos muros: os fundamentos da pedagogia libertária contra os espaços da domesticação escolar,2020,José Vandério Cirqueira Pinto,1,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,"Aula de Campo: um olhar sob a fitofisionomia do Cerrado na Área de Relevante Interesse Ecológico da Granja Ipê, Distrito Federal",2024,José Vandério Cirqueira Pinto | Edilene Américo Silva,2,"CIRQUEIRA, J. V.",,,,NAO,
6086,José Vandério Cirqueira Pinto,Campus Riacho Fundo,"O homem, a terra, e a liberdade como contribuição epistemológica do anarquismo  na geografia agrária",2014,José Vandério Cirqueira Pinto,1,"PINTO, J. V. C.",,,,NAO,
6087,Shirlei Neves Dos Santos,Campus Gama,A gripe suína na/pela língua afiada de chargistas,2009,Andréia de Melo | Jefferson Balan da Silva | Kerzi Samary D. Custódio | Márcia Jamil da Silva | Marcilene Ribeiro da Silva | Maria Inês Pagliarini Cox1 | Maria Margareth C. A . Krause | Mariani da Silva Vaz | Neyla Barbosa de Oliveira | Rejane Soares | Rute Almeida e Silva | Carmen Zirr Artuzo | Shirlei Neves dos Santos | Carmen Lúcia Toniazzo | Domingos Pinto de França | Dyolen Emanuel Vieira de Souza | Elizangela Patrícia Moreira da Costa | Ely Alves Miguel | Itamar José Bressan | Jaqueline Gentil Ribeiro dos Santos | et.al,21,"MELO, A.",LINGUISTICA_LETRAS_E_ARTES,,,NAO,
6087,Shirlei Neves Dos Santos,Campus Gama,Dialogismo e vozes: refrações em materiais didáticos de língua portuguesa,2013,Shirlei Neves dos Santos,1,"SANTOS, SHIRLEI NEVES DOS.",LINGUISTICA_LETRAS_E_ARTES,,Lingüística Aplicada,NAO,
6087,Shirlei Neves Dos Santos,Campus Gama,Plurilinearidade e multimodalidade em ambiente virtual de aprendizagem: um curso de formação continuada a distância de professores de língua protuguesa,2016,Shirlei Neves dos Santos,1,"SANTOS, SHIRLEI NEVES DOS.",LINGUISTICA_LETRAS_E_ARTES,,Lingüística Aplicada,NAO,
6087,Shirlei Neves Dos Santos,Campus Gama,DISCURSOS SOBRE A IDENTIDADE DO PROFESSOR MEDIADOR EM ENTREVISTAS NA REVISTA ?NA PONTA DO LÁPIS?,2017,Mylena da Silva Rocha | Angela Francine Fuza | Shirlei Neves dos Santos,3,"ROCHA, M. S.",LINGUISTICA_LETRAS_E_ARTES,,Lingüística Aplicada,NAO,
6087,Shirlei Neves Dos Santos,Campus Gama,A palavra ideológica: Discurso social para os objetos de ensino de língua portuguesa,2013,Shirlei Neves dos Santos | Lezinete Regina Lemes | Jefferson Ferreira | Claudia Graziano Paes-de-Barros,4,"SANTOS, SHIRLEI NEVES DOS.",LINGUISTICA_LETRAS_E_ARTES,,Linguística Aplicada,NAO,
6087,Shirlei Neves Dos Santos,Campus Gama,COMPREENSÃO LEITORA EM PERSPECTIVA CRÍTICA E COLABORATIVA EM UM 'ESPAÇO' DE ENSINO-APRENDIZAGEM ORGANIZADO PELO FISHBOWL,2024,"Shirlei Neves dos Santos | GUIMARÃES, DANILO SILVA | MENDONÇA, SARAH AUGUSTA PESSOA DE | SIMÃO, SOPHIA SOARES",4,"SANTOS, SHIRLEI NEVES DOS",LINGUISTICA_LETRAS_E_ARTES,,Linguística Aplicada,NAO,10.46827/ejals.v7i2.557
6088,Eliene Do Carmo Santos Nunes,Campus Ceilândia,ENSINO BASEADO EM SIMULAÇÃO: EXPERIÊNCIA NO ENSINO DE PRIMEIROS SOCORROS EM CURSO TÉCNICO,2018,Naira Pereira de Sousa | Eliene do Carmo Santos Nunes | Jocênio Marquios Epaminondas | Jéssica Silva Lima,4,"SOUSA, N. P.",CIENCIAS_HUMANAS,,Ensino-Aprendizagem,NAO,
6088,Eliene Do Carmo Santos Nunes,Campus Ceilândia,IMPLEMENTAÇÃO E A EXPANSÃO DO PROEJA NO DISTRITO FEDERAL: UMA REVISÃO BIBLIOGRÁFICA,2021,Eliene do Carmo Santos Nunes,1,"NUNES, E. C. S.",CIENCIAS_HUMANAS,,Políticas Públicas,NAO,10.35700/eja.2021.ano10n18.p52-70.3196
6088,Eliene Do Carmo Santos Nunes,Campus Ceilândia,Percepções sobre o ensino de português para fins específicos na educação profissional e tecnológica a partir do instrumento Análise de Necessidades.,2020,"Eliene do Carmo Santos Nunes | ROSA, DANIELE DOS SANTOS",2,"NUNES, ELIENE DO CARMO SANTOS",,,,NAO,10.35819/linguatec.v5.n1.4003
6089,Raquel Sena Mendes,Campus São Sebastião,Análise melódica de padrões interrogativos da fala espontânea do português do Brasil ? Estado de São Paulo,2018,Raquel Sena Mendes,1,"MENDES, R. S.",LINGUISTICA_LETRAS_E_ARTES,,,SIM,
6089,Raquel Sena Mendes,Campus São Sebastião,Análisis melódico de los patrones interrogativos de habla espontánea del portugués de Brasil-Estado de São Paulo,2018,Raquel Sena Mendes,1,"SENA MENDES, RAQUEL",,,,NAO,10.1344/phonica.2017.13.68-81
6091,Victor Henrique Rodrigues De Borba,Campus Estrutural,Sugestões de práticas de ensino da oralidade em língua inglesa no formato remoto,2023,Victor Henrique Rodrigues de Borba | Gladys Quevedo-Camargo,2,"BORBA, V. H. R.",,,,SIM,10.31417/educitec.v9.2193
6092,Carolina Soares Mendes,Campus São Sebastião,A educação profissional no Brasil na perversa confluência de dois projetos políticos: cidadania e participação,2024,Carolina Soares Mendes,1,"MENDES, Carolina Soares",,,,NAO,
6092,Carolina Soares Mendes,Campus São Sebastião,A extensão como educação: percepções de estudantes extensionistas como promoteres de diálogos sobre políticas públicas municipais,2022,"SOUZA, CLÓVIS HENRIQUE LEITE DE | Carolina Soares Mendes",2,"SOUZA, CLÓVIS HENRIQUE LEITE DE",,,,SIM,10.9789/2317-7705.2022.v10.i1.71-91
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,"RAÇA, ETNIA E A ESCOLA: POSSIBILIDADES DE IMPLEMENTAÇÃO DA  LEI 10.639/031",2008,Ana Cecília Porto Cunha Coutinho | Dayse Kelly Barreiros de Oliveira | Gabriella Pizzolante da Silva | Giulianna Carla Stoppa | Renata Gonçalves | Vânia Aparecida de Melo | Viviane Patricia Colloca Araújo,7,"COUTINHO, A.C.P.C.",CIENCIAS_HUMANAS,,Currículo,NAO,
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,Pós-graduação stricto sensu e educação básica: que relação é essa?,2019,"Dayse Kelly Barreiros de Oliveira | SILVA, KÁTIA AUGUSTA CURADO PINHEIRO CORDEIRO DA | MOURA, ELLEN MICHELLE BARBOSA DE",3,"OLIVEIRA, DAYSE KELLY BARREIROS DE",,,,SIM,10.5007/2175-795X.2019.e61885
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,O Plano Nacional de Educação e a formação do professor da Educação Básica na pós-graduação: uma possibilidade anunciada,2019,Dayse Kelly Barreiros de Oliveira | Ellen Michele Barbosa de Moura | Kátia Augusta Curado Pinheiro Cordeiro da Silva,3,"OLIVEIRA, DAYSE KELLY BARREIROS DE",,,,NAO,10.17648/textura-2358-0801-21-48-5257
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,Intervenção pedagógica nos anos iniciais: a importância dos jogos e brincadeiras,2020,Dayse Kelly Barreiros de Oliveira | Ellen Michele Barbosa de Moura | Kesley do Prado Farias,3,"OLIVEIRA, Dayse",,,,NAO,10.34117/bjdv6n2-243
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,O PROCESSO SELETIVO PARA A PÃ?S-GRADUAÃ?Ã?O STRICTO SENSU E A EXTENSÃ?O UNIVERSITÃ?RIA: UMA PRÃ?TICA FORMATIVA,2020,"Dayse Kelly Barreiros de Oliveira | CARDOSO, SOLANGE | RAMOS, NATHALIA BARROS | CRUZ, SHIRLEIDE PEREIRA DA SILVA | SANTOS, PRISCILA BASTOS BRAGA DOS",5,"OLIVEIRA, DAYSE KELLY BARREIROS DE",,,,NAO,10.21576/pa.2020v18i2.1874
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,"PROFESSORES MESTRES E DOUTORES NA EDUCAÇÃO BÁSICA DO DISTRITO FEDERAL: REALIDADE, PERSPECTIVAS E DESAFIOS",2020,Dayse Kelly Barreiros de Oliveira,1,"DE OLIVEIRA, Dayse Kelly Barreiros",,,,NAO,10.22481/praxisedu.v16i37.6189
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,MESTRADO PROFISSIONAL: PERSPECTIVA DE FORMAÇÃO CONTINUADA STRICTO SENSU PARA O PROFESSOR DA EDUCAÇÃO BÁSICA,2020,Dayse Kelly Barreiros de Oliveira | Ellen Michele Barbosa de Moura | Kátia Augusta Curado Pinheiro Cordeiro da Silva,3,"OLIVEIRA, Dayse",,,,NAO,10.21576/pa.2020v18i2.1865
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,Sociedade civil e sociedade política na formação stricto sensu de professores da educação básica: correlações de forças,2020,Dayse Kelly Barreiros de Oliveira | Kátia Augusta Curado Pinheiro Cordeiro da Silva | Fabiana Margarita Lagar,3,"OLIVEIRA, Dayse",,,,NAO,10.7213/1981-416X.20.067.AO04
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,A formação stricto sensu de professores da educação básica e a autonomia no trabalho docente: relações possíveis,2021,Dayse Kelly Barreiros de Oliveira | Ellen Michele Barbosa de Moura | Fernanda Lima Bartoly,3,"OLIVEIRA, Dayse",,,,NAO,10.24934/eef.v24i42.4600
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,O MESTRADO PROFISSIONAL: PRAGMATISMO PEDAGÓGICO DE ALTO NÍVEL?,2021,"Dayse Kelly Barreiros de Oliveira | SILVA, KÁTIA AUGUSTA CURADO PINHEIRO CORDEIRO DA",2,"OLIVEIRA, Dayse Kelly Barreiros de",,,,NAO,10.17648/educare.v16i39.21913
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,Uma prática formativa na extensão universitária: oficina sobre o processo seletivo para a pós-graduação Stricto Sensu / A formative practice in university extension: workshop on the selective process for Stricto Sensu graduate studies,2022,"Dayse Kelly Barreiros de Oliveira | RAMOS, NATHALIA BARROS | SANTOS, PRISCILA BASTOS BRAGA DOS | CRUZ, SHIRLEIDE PEREIRA DA SILVA | CARDOSO, SOLANGE",5,"OLIVEIRA, Dayse Kelly Barreiros de",,,,NAO,10.34117/bjdv8n6-315
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,A pós-graduação stricto sensu como formação continuada de professores da educação básica,2022,"LIMA, FERNANDA BARTOLY GONÇALVES DE | Dayse Kelly Barreiros de Oliveira | MOURA, ELLEN MICHELLE BARBOSA DE",3,"LIMA, FERNANDA BARTOLY GONÇALVES DE",,,,NAO,10.18764/2358-4319v15n3.2022.40
6093,Dayse Kelly Barreiros De Oliveira,Campus São Sebastião,Formação Continuada De Professores No Nível Stricto Sensu: Os Princípios E Elementos De Uma Proposta,2023,"Dayse Kelly Barreiros de Oliveira | MOURA, ELLEN MICHELLE BARBOSA DE",2,"OLIVEIRA, D. K. B. de",,,,NAO,10.5380/jpe.v17i2.89889
6094,Maurílio Tiradentes Dutra,Campus Estrutural,Estudo comparativo do efeito hipotensor de diferentes modalidades aerÃ³bias em mulheres normotensas,2008,"Maurílio Tiradentes Dutra | Cavaleiro Filho, Marco Antônio Mendes | Lucena, Harriete Carvalho Dantas de | Oliveira, Ricardo Jacó de | Silva, Francisco Martins | Mota, Márcio Rabelo",6,"Dutra, Maurílio Tiradentes",,,,NAO,10.4025/reveducfis.v19i4.5138
