docente_id,docente_nome,docente_campus,artigo_titulo,artigo_ano,artigo_autores,artigo_total_autores,nome_citacao_primeiro_autor,artigo_grande_area,artigo_area,artigo_sub_area,artigo_relevante,artigo_doi
6014,Dayane Augusta Santos Da Silva,Campus Brasília,Racismo e Propaganda no Brasil,2017,Dayane Augusta Santos da Silva | Jonas Brito,2,"SILVA, D. A. S.",,,,NAO,10.19123/eixo.v6i2.519
6014,Dayane Augusta Santos Da Silva,Campus Brasília,"Em tempos de visitas:­ inquisição, circulação e oralidade escrava na Bahia",2016,Dayane Augusta Santos da Silva,1,"SILVA, D. A. S.",,,,NAO,
6014,Dayane Augusta Santos Da Silva,Campus Brasília,"Memória e cidadania cultural: 'para eu ver como eu sou, e como eu sou diante das outras pessoas'",2009,Dayane Augusta Santos da Silva | Edymara Diniz da Costa | Nancy Alessio Magalhães,3,"SILVA, D. A. S.",,,,NAO,
6014,Dayane Augusta Santos Da Silva,Campus Brasília,Fazer Pesquisa em Angola: Notas sobre pesquisa histórica e documental,2023,Dayane Augusta Santos da Silva,1,"SILVA, D. A. S.",,,,NAO,
6014,Dayane Augusta Santos Da Silva,Campus Brasília,"Repensando a escrita da história da África enquanto campo do conhecimento, narrativas e fazeres historiográficos",2023,Dayane Augusta Santos da Silva,1,"SILVA, D. A. S.",,,,NAO,
6014,Dayane Augusta Santos Da Silva,Campus Brasília,As mulheres angolanas no imaginário colonialportuguês: umabreve análise histórica,2023,Dayane Augusta Santos da Silva,1,"SILVA, D. A. S.",,,,NAO,10.11606/issn.2316-9133.v32i2pe207266
6014,Dayane Augusta Santos Da Silva,Campus Brasília,Na cobertura da retaguarda: mulheres angolanas na luta anticolonial,2023,Dayane Augusta Santos da Silva,1,"SILVA, D. A. S.",,,,NAO,
6014,Dayane Augusta Santos Da Silva,Campus Brasília,GÊNERO E OS FEMINISMO (s) AFRICANO (s),2021,Dayane Augusta Santos da Silva,1,"SILVA, DAYANE AUGUSTA SANTOS DA",,,,NAO,10.12957/transversos.2021.58416
6014,Dayane Augusta Santos Da Silva,Campus Brasília,"Mujeres angoleñas en la lucha anticolonial: historiografía, fuentes y memoria",2021,Dayane Augusta Santos da Silva,1,"SILVA, D. A. S.",,,,NAO,10.35305/rp.v13i32.513
6015,Pablo Diniz Batista,Campus Ceilândia,SnO2 extended gate field effect transistor as pH sensor,2005,Pablo Diniz Batista | Marcelo Mulato | Carlos Graeff | Ramirez Fernandes | Franscisco Marques,5,"BATISTA, P. D.",,,,NAO,10.1590/s0103-97332006000300066
6015,Pablo Diniz Batista,Campus Ceilândia,ZnO extended-gate field-effect transistor as pH sensors,2005,Pablo Diniz Batista | Marcelo Mulato,2,"BATISTA, P. D.",,,,NAO,10.1063/1.2084319
6015,Pablo Diniz Batista,Campus Ceilândia,Is it possible to compare researchers with different scientific interests?,2006,Pablo Diniz Batista | Monica Guimaraes | Osame Kinouchi | Alexandre Martinez,4,"BATISTA, P. D.",CIENCIAS_EXATAS_E_DA_TERRA,,,NAO,10.1007/s11192-006-0090-4
6015,Pablo Diniz Batista,Campus Ceilândia,Deterministic walks as an algorithm of pattern recognition,2006,Monica Guimaraes | Pablo Diniz Batista | Osame Kinouchi | Alexandre Martinez,4,"GUIMARAES, M.",,,,NAO,10.1103/physreve.74.026703
6015,Pablo Diniz Batista,Campus Ceilândia,ZnO/SiO2 microcavity modulator on silicon,2008,Pablo Diniz Batista | Bernd Drescher | W. Seidel | Jorg Rudolph | Shujie jiao | Paulo Santos,6,"BATISTA, P. D.",,,,NAO,10.1063/1.2905276
6015,Pablo Diniz Batista,Campus Ceilândia,"Indium distribution at the interfaces of (Ga,In)(N,As)/GaAs quantum wells",2008,Lena E | F. Ishikawa | Pablo Diniz Batista | A Trampert,4,"ESPERANzA Luna,",,,,NAO,10.1063/1.2907508
6015,Pablo Diniz Batista,Campus Ceilândia,Efficient electrical detection of ambipolar acoustic transport in GaAs,2008,"Pablo Diniz Batista | Hey, R. | Santos, P. V.",3,"Batista, P. D.",,,,NAO,10.1063/1.2955522
6015,Pablo Diniz Batista,Campus Ceilândia,Researchers&apos; writing competence: a bottleneck in the publication of Latin-American science?,2008,"Vasconcelos, Sonia M.R. | Sorenson, Martha M. | Leta, Jacqueline | Sant'Ana, Maurício C. | Pablo Diniz Batista",5,"Vasconcelos, Sonia M.R.",,,,NAO,10.1038/embor.2008.143
6015,Pablo Diniz Batista,Campus Ceilândia,Electrical detection of ambipolar acoustic carrier transport by surface acoustic waves,2009,"Jiao, S. J. | Pablo Diniz Batista | Biermann, K. | Hey, R. | Santos, P. V.",5,"Jiao, S. J.",,,,NAO,10.1063/1.3211861
6015,Pablo Diniz Batista,Campus Ceilândia,Efficient photon detectors using surface acoustic waves,2010,"Jiao, Shujie | Pablo Diniz Batista | Biermann, Klaus | Hey, Rudolf | Santos, Paulo V.",5,"Jiao, Shujie",,,,NAO,10.1016/j.physe.2009.12.037
6015,Pablo Diniz Batista,Campus Ceilândia,Qual o seu índice h? Uma proposta para quantificar a qualidade da pesquisa científica,2010,Pablo Diniz Batista,1,"BATISTA, P. D.",CIENCIAS_EXATAS_E_DA_TERRA,,Estatística,NAO,
6015,Pablo Diniz Batista,Campus Ceilândia,"Ainda é possível pensar o índice h como um indicador quantitativo, qualitativo, fracionário?",2011,Pablo Diniz Batista,1,"BATISTA, P. D.",CIENCIAS_EXATAS_E_DA_TERRA,,Estatística,NAO,
6015,Pablo Diniz Batista,Campus Ceilândia,Ambipolar acoustic transport in silicon,2012,Angélica D.  Barros | Paulo Santos | Pablo Diniz Batista,3,"BARROS, A. D.",ENGENHARIAS,,Materiais Elétricos,NAO,10.1063/1.4733966
6015,Pablo Diniz Batista,Campus Ceilândia,An embedded measurement system for the electrical characterization of EGFET as a pH sensor,2014,Pablo Diniz Batista,1,"Batista, Pablo Diniz",,,,NAO,10.1088/0957-0233/25/2/027001
6015,Pablo Diniz Batista,Campus Ceilândia,Development of a technological tool for the electrical characterization of pH sensors based on EGFET platform,2016,"SILVA, EDGAR | Pablo Diniz Batista",2,"SILVA, EDGAR",,,,NAO,10.7437/NT2236-7640/2016.01.001
6015,Pablo Diniz Batista,Campus Ceilândia,CORDIC: Rethinking sines and cosines,2015,"CAVALCANTI, IVANA | FIGUEIREDO, BENE | SILVA, EDGAR | Pablo Diniz Batista",4,"CAVALCANTI, IVANA",,,,NAO,10.7437/nt2236-7640/2015.03.006
6015,Pablo Diniz Batista,Campus Ceilândia,Análise do desempenho do AD9835 para a geração de um sinal senoidal,2013,"SANTOS, G. | Pablo Diniz Batista",2,"SANTOS, G.",,,,NAO,10.7437/NT2236-7640/2013.01.002
6015,Pablo Diniz Batista,Campus Ceilândia,IG NOBEL: FIRST MAKE PEOPLE LAUGH THEN MAKE THEM THINK,2016,Pablo Diniz Batista,1,"Batista, Pablo D.",,,,NAO,
6015,Pablo Diniz Batista,Campus Ceilândia,First Observation of the Decay B_{s2}^{*}(5840)^{0}&#8594;B^{*+}K^{-} and Studies of Excited B_{s}^{0} Mesons,2013,"AAIJ, R. | ALESSIO, F. | ALEXANDER, M. | ALI, S. | ALKHAZOV, G. | ALVAREZ CARTELLE, P. | Pablo Diniz Batista | ALVES, A. A. | AMATO, S. | AMHIS, Y. | ANDERLINI, L. | ANDERSON, J. | ABELLAN BETETA, C. | ADAMETZ, A. | ADEVA, B. | ADINOLFI, M. | ADROVER, C. | AFFOLDER, A. | AJALTOUNI, Z. | ALBRECHT, J. | et.al",21,"AAIJ, R.",,,,NAO,10.1103/physrevlett.110.151803
6015,Pablo Diniz Batista,Campus Ceilândia,Observation of D^{0}-D[over ¯]^{0} Oscillations,2013,"AAIJ, R. | ALESSIO, F. | ALEXANDER, M. | ALI, S. | ALKHAZOV, G. | ALVAREZ CARTELLE, P. | Pablo Diniz Batista | ALVES, A. A. | AMATO, S. | AMHIS, Y. | ANDERLINI, L. | ANDERSON, J. | ABELLAN BETETA, C. | ADAMETZ, A. | ADEVA, B. | ADINOLFI, M. | ADROVER, C. | AFFOLDER, A. | AJALTOUNI, Z. | ALBRECHT, J. | et.al",21,"AAIJ, R.",,,,NAO,10.1103/physrevlett.110.101802
6015,Pablo Diniz Batista,Campus Ceilândia,Measurement of the CP Asymmetry in B^{0}&#8594;K^{*0}&#956;^{+}&#956;^{-} Decays,2013,"AAIJ, R. | ALESSIO, F. | ALEXANDER, M. | ALI, S. | ALKHAZOV, G. | ALVAREZ CARTELLE, P. | Pablo Diniz Batista | ALVES, A. A. | AMATO, S. | AMHIS, Y. | ANDERLINI, L. | ANDERSON, J. | ABELLAN BETETA, C. | ADAMETZ, A. | ADEVA, B. | ADINOLFI, M. | ADROVER, C. | AFFOLDER, A. | AJALTOUNI, Z. | ALBRECHT, J. | et.al",21,"AAIJ, R.",,,,NAO,10.1103/physrevlett.110.031801
6015,Pablo Diniz Batista,Campus Ceilândia,Faça você mesmo: Placas de circuito impresso de dupla face usando método fotográfico,2017,"FAUTH, LEDUC | SILVA, EDGAR | Pablo Diniz Batista",3,"FAUTH, LEDUC",,,,NAO,10.7437/NT2236-7640/2017.01.002
6015,Pablo Diniz Batista,Campus Ceilândia,Sistema eletrônico para a caracterização elétrica do EGFET como sensor de pH,2013,"ROBERTO FILHO, LUIZ | Pablo Diniz Batista",2,"ROBERTO FILHO, LUIZ",,,,NAO,10.7437/NT2236-7640/2013.01.003
6015,Pablo Diniz Batista,Campus Ceilândia,Desenvolvimento de um sistema de eletrodeposição de filmes finos de ZnO para EGFET como sensor de pH,2017,"SILVA, EDGAR | Pablo Diniz Batista",2,"SILVA, EDGAR",,,,NAO,10.7437/NT2236-7640/2017.01.004
6015,Pablo Diniz Batista,Campus Ceilândia,Web of Science: Showing a Bug Today That Can Mislead Scientific Research Output Prediction,2018,Pablo Diniz Batista,1,"DINIZ BATISTA, P.",,,,NAO,10.1177/2158244018758836
6015,Pablo Diniz Batista,Campus Ceilândia,DESENVOLVIMENTO DE UM AMPLIFICADOR LOCK-IN DIGITAL BASEADO EM MICROCONTROLADOR,2018,"CARNEIRO, IGOR | FAUTH, LEDUC | Pablo Diniz Batista",3,"CARNEIRO, IGOR",,,,NAO,10.7437/nt2236-7640/2018.01.004
6015,Pablo Diniz Batista,Campus Ceilândia,Aparato experimental para medidas de atividade óptica da sacarose usando um amplificador Lock-in,2018,"FAUTH, LEDUC | Pablo Diniz Batista",2,"FAUTH, LEDUC",,,,NAO,10.7437/NT2236-7640/2018.02.006
6015,Pablo Diniz Batista,Campus Ceilândia,Montagem de um sistema optoeletrônico para medida da rotação do plano de polarização da luz,2018,"FAUTH, LEDUC | Pablo Diniz Batista",2,"FAUTH, LEDUC",,,,NAO,10.7437/NT2236-7640/2018.02.007
6015,Pablo Diniz Batista,Campus Ceilândia,Eletrodeposição de filmes finos de ZnO para o desenvolvimento de sensores de pH,2019,"RODRIGUES, JOSE | Pablo Diniz Batista",2,"RODRIGUES, JOSE",,,,NAO,10.7437/NT2236-7640/2019.01.003
6015,Pablo Diniz Batista,Campus Ceilândia,Polycrystalline fluorine-doped tin oxide as sensoring thin film in EGFET pH sensor,2010,"Pablo Diniz Batista | Mulato, Marcelo",2,"Batista, Pablo Diniz",,,,NAO,10.1007/s10853-010-4603-4
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Elias e Bourdieu para uma sociologia-histórica ou uma história-sociológica?,2008,Luiz Guilherme Burlamaqui Soares Porto Rocha | Gabriel Viera Noronha,2,"BURLAMAQUI, Luiz Guilherme",,,,SIM,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,"Resenha de &quot;História do Lance: Projeto e prática do jornalismo esportivo&quot;, de Maurício Stycer",2009,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",CIENCIAS_HUMANAS,,História do Brasil,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Práticas da cidadania no alvorecer republicano: a abolição da escravidão e a atuação de Coelho Netto,2011,Pedro Portocarrero | Igor Fernandes de Oliveira | Luiz Guilherme Burlamaqui Soares Porto Rocha,3,"PORTOCARRERO, P.",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,A América no campo de baseball. Resenha de Moneyball.,2013,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Introdução (Dossiê Seminário das Confederações),2014,Leda Maria Costa | Luiz Guilherme Burlamaqui Soares Porto Rocha,2,"COSTA, L. M.",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,"E la nave va: FIFA, CBF e o Brasil sob a tempestade política",2018,Flávio de Campos | Luiz Guilherme Burlamaqui Soares Porto Rocha,2,"CAMPOS, F.",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,"Os empresários, a pátria e a bola: nacionalismo, organização empresarial e o financiamento da seleção brasileira de futebol de 1970",2019,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,The ?invention? of FIFA history: João Havelange?s election to FIFA presidency as a historic event,2019,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Resenha de Megaeventos esportivos no Brasil,2016,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Apresentação do Dossiê -- Práticas corporais e vida urbana na cidade do Rio de Janeiro,2020,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,"Os presidentes de futebol e a sua magia: memória, identidade e monumentalização no Flamengo e no Fluminense",2020,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Na encruzilhada: o futebol entre a história política e a diplomacia,2021,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, LUIZ GUILHERME",,,,NAO,10.1590/tem-1980-542x2021v270113
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,"João Havelange, uma vida extraordinária? Ideologia e ação política na formação de um patrimônio social-esportivo, 1916-1958",2021,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,O clube como vocação: os sentidos da política nas fontes orais dos presidentes de futebol do Rio de Janeiro,2021,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,10.51880/ho.v24i2
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Review of Olimpismo: The Olympic Movement in the making of Latin America and The Caribbean,2021,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Soccer Diplomacy: International Relations and Football since 1914 ed. by Heather L. Dichter (review),2022,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, LUIZ GUILHERME",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,FIFA: da descolonização à intervenção americana,2022,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, LUIZ GUILHERME",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,"L?élection à la présidence de la FIFA en&nbsp;1974 au&nbsp;prisme des relations internationales&nbsp;: Guerre froide, agentivité historique et la question des «&nbsp;deux Chines&nbsp;»",2023,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, LUIZ GUILHERME",,,,NAO,10.3917/ri.195.0115
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,Joao Havelange: From the pools of Fluminense to the presidency of FIFA,2024,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, LUIZ GUILHERME",,,,NAO,
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,"Da economia do engrandecimento futebolístico. Génio, trabalho e outros mistérios da recriação",2024,Luiz Guilherme Burlamaqui Soares Porto Rocha | Joao Sedas Nunes,2,"BURLAMAQUI, Luiz Guilherme",,,,NAO,10.31447/202382
6016,Luiz Guilherme Burlamaqui Soares Porto Rocha,Campus Riacho Fundo,No coração de Havelange: uma interpretação sobre a narrativa do maior dirigente do século XXI,2013,Luiz Guilherme Burlamaqui Soares Porto Rocha,1,"BURLAMAQUI, Luiz Guilherme",,,,NAO,
6017,Marcello Vieira Lasneaux,Campus Brasília,O papel dos gestores e dos agentes de vigilância ambiental no controle da dengue,2016,Marcello Vieira Lasneaux,1,"LASNEAUX, MARCELLO VIEIRA",CIENCIAS_DA_SAUDE,,,NAO,10.18569/tempus.v10i3.1613
6017,Marcello Vieira Lasneaux,Campus Brasília,ENEM: O LEVIATÃ DA EDUCAÇÃO BRASILEIRA?,2020,Marcello Vieira Lasneaux,1,"LASNEAUX, MARCELLO VIEIRA",CIENCIAS_HUMANAS,,avaliação em educação,NAO,10.21207/1983.4225.519
6017,Marcello Vieira Lasneaux,Campus Brasília,PROGRAMAS DE CONTROLE DA DENGUE,2017,Marcello Vieira Lasneaux,1,"LASNEAUX, MARCELLO VIEIRA",CIENCIAS_HUMANAS,,,NAO,10.19123/eixo.v6i3.305
6017,Marcello Vieira Lasneaux,Campus Brasília,"KAFKA GOES TO SCHOOL - METAMORPHOSIS, FREUD, RANCIÈRE AND ADORNO",2021,Marcello Vieira Lasneaux,1,"LASNEAUX, MARCELLO VIEIRA",CIENCIAS_HUMANAS,,,NAO,10.46311/2178-2571.36.eURJ3918
6017,Marcello Vieira Lasneaux,Campus Brasília,INOVAÇÃO METODOLÓGICA PARA ENSINO-APRENDIZAGEM: MÉTODO SAI + (SALA DE AULA INVERTIDA AUMENTADA),2018,Marcello Vieira Lasneaux,1,"LASNEAUX, M. V.",CIENCIAS_HUMANAS,,,NAO,
6017,Marcello Vieira Lasneaux,Campus Brasília,MASSA E ENXAME: UMA ANÁLISE DOS CONCEITOS EM FREUD E HAN,2021,Marcello Vieira Lasneaux,1,"LASNEAUX, MARCELLO VIEIRA",CIENCIAS_HUMANAS,,Fundamentos da Educação,NAO,
6017,Marcello Vieira Lasneaux,Campus Brasília,Desafios da gestão democrática nas escolas de anos iniciais em Samambaia: Reflexões a partir dos relatos de gestores,2021,Angelica Hosana Dos Santos Lima | Marcello Vieira Lasneaux,2,"LIMA, A. H. S.",CIENCIAS_HUMANAS,,"Política, Planejamento e Avaliação Educacional",NAO,
6017,Marcello Vieira Lasneaux,Campus Brasília,Subjetividade e fracasso escolar,2021,Marcello Vieira Lasneaux,1,"LASNEAUX, MARCELLO VIEIRA",CIENCIAS_HUMANAS,,,NAO,10.36311/2236-5192.2021.v22esp2.p93
6017,Marcello Vieira Lasneaux,Campus Brasília,A família e a escola como agências socializadoras da infância: uma análise à luz da sociologia da infância,2023,Marcello Vieira Lasneaux,1,"LASNEAUX, MARCELLO VIEIRA",CIENCIAS_HUMANAS,,,NAO,10.46311/2178-2571.38.eURJ4473
6017,Marcello Vieira Lasneaux,Campus Brasília,GAMIFICAÇÃO E AVALIAÇÃO: USO DO KAHOOT COMO FERRAMENTA PEDAGÓGICA,2023,Marcello Vieira Lasneaux,1,"LASNEAUX, M. V.",CIENCIAS_HUMANAS,,EDUCAÇÃO,NAO,
6017,Marcello Vieira Lasneaux,Campus Brasília,"O Ensino Médio no Brasil: desafios históricos, reformas recentes e perspectivas futuras",2025,Marcello Vieira Lasneaux,1,"LASNEAUX, M. V.",CIENCIAS_HUMANAS,,Fundamentos da Educação,NAO,10.18764/2358-4319v18e24123
6017,Marcello Vieira Lasneaux,Campus Brasília,"Pedagogias não-diretivas: Leon Tolstói, Alexander Neill e Carl Rogers",2024,Marcello Vieira Lasneaux,1,"LASNEAUX, M. V.",,,,NAO,10.5902/1984644484265
6018,Kelly De Oliveira Santos,Campus Ceilândia,Desenvolvimento de abordagem objetivando a síntese da 3-desidroxi-4-metoxi-tubastrina,2007,Kelly de Oliveira Santos | Marcus Vinícius Craveiro | Roberto G. S. Berlinck,3,"SANTOS, K. O.",CIENCIAS_EXATAS_E_DA_TERRA,,Química Orgânica,NAO,
6018,Kelly De Oliveira Santos,Campus Ceilândia,Chemical variability within the marine sponge Aplysina fulva,2008,Cecília V. Nuñes | Ulisses S. Pinheiro | Guilherme Muricy | Solange Peixinho | Christopher J. Freeman | Daniel F. Gleason | Roberto G. S. Berlinck | Erika V. R. de Almeida | Ana Cláudia Granato | Suzi O. Marques | Kelly de Oliveira Santos | Fabio R. Pereira | Mario L. Macedo | Antonio G. Ferreira | Eduardo Hadju,15,Cecília V. Nuñes,,,,NAO,
6018,Kelly De Oliveira Santos,Campus Ceilândia,Efeito do intemperismo artificial em quatro madeiras tropicais monitorado por espectroscopia de infravermelho (DRIFT),2008,Tereza Cristina M Pastore | Cynara Caroline Kern | Joel Camargo Rubim | Kelly de Oliveira Santos,4,"PASTORE, T. C. M.",CIENCIAS_EXATAS_E_DA_TERRA,,Química Analítica,NAO,
6018,Kelly De Oliveira Santos,Campus Ceilândia,Formation of Catalytic Silver Nanoparticles Supported on Branched Polyethyleneimine Derivatives,2010,Aline Maria Signori | Kelly de Oliveira Santos | Renato Eising | Brunno Lange Albuquerque | Fernando C. Giacomelli | Josiel Barbosa Domingos,6,Aline Maria Signori,,,,SIM,
6018,Kelly De Oliveira Santos,Campus Ceilândia,Utilization of glycerin byproduct derived from soybean oil biodiesel as a carbon source for heterologous protein production in Pichia pastoris,2013,"ANASTÁCIO, G.S. | Kelly de Oliveira Santos | SUAREZ, P.A.Z. | TORRES, F.A.G. | DE MARCO, J.L. | PARACHIN, N.S.",6,"ANASTÁCIO, G.S.",,,,NAO,10.1016/j.biortech.2013.11.042
6018,Kelly De Oliveira Santos,Campus Ceilândia,Project-based learning in metabolic biochemistry teaching,2018,"GARCÊS, BRUNO PEREIRA | Kelly de Oliveira Santos | OLIVEIRA, CARLOS ALBERTO DE",3,"GARCÊS, BRUNO PEREIRA",,,,SIM,10.21723/riaee.nesp1.v13.2018.11448
6018,Kelly De Oliveira Santos,Campus Ceilândia,Synthesis and Catalytic Properties of Silver Nanoparticle-Linear Polyethylene Imine Colloidal Systems,2012,"Kelly de Oliveira Santos | ELIAS, WELMAN C. | Aline Maria Signori | Giacomelli, Fernando C. | YANG, HONG | Domingos, Josiel B.",6,"SANTOS, K. O.",,,,SIM,10.1021/jp2087169
6018,Kelly De Oliveira Santos,Campus Ceilândia,A spectrocolorimetric study on the effect of ultraviolet irradiation of four tropical hardwoods,2004,Tereza C M Pastore | Kelly de Oliveira Santos | Joel C Rubim,3,"PASTORE, T. C. M.",,,,SIM,
6019,Joseane Rosa Santos Rezende,Campus Recanto das Emas,Inclusão Social: LIBRAS - Língua Falada com as Mãos,2017,Joseane Rosa Santos Rezende,1,"REZENDE, J. R. S.",CIENCIAS_HUMANAS,,,NAO,
6019,Joseane Rosa Santos Rezende,Campus Recanto das Emas,Aprendizagem colaborativa no ensino de Libras como segunda língua para alunos ouvintes,2020,Joseane Rosa Santos Rezende,1,"REZENDE, J. R. S.",LINGUISTICA_LETRAS_E_ARTES,,,NAO,
6019,Joseane Rosa Santos Rezende,Campus Recanto das Emas,TECNOLOGIAS DIGITAIS ALIADAS AO ENSINO DA LIBRAS: UM RELATO DE EXPERIÊNCIA NO IFB,2019,"Joseane Rosa Santos Rezende | MENDES, NUBIA FLAVIA OLIVEIRA | CHAVES, ROSENIR MARTINS NUNES | SANTOS, SYLVANA KARLA DA SILVA DE LEMOS | OLIVEIRA, VALDILENE CHAVES FURTADO DE",5,"REZENDE, JOSEANE ROSA SANTOS",,,,NAO,10.36732/riep.v1i2.11
6020,Gaia Schüler Costa,Campus Recanto das Emas,Círculo de leitura e cultura científica: relato de projeto para estímulo à leitura e ao letramento científico,2020,"SCHWARCZ, KAISER | FREIRE JÚNIOR, JOSIAS JOSÉ | TARDIN, BRUNO | FONSECA, BÁRBARA | Gaia Schüler Costa",5,"SCHWARCZ, KAISER",,,,NAO,10.35819/linguatec.v5.n2.4590
6021,Aline Marcelino Arouca,Campus Samambaia,N-heterocyclic carbenes with negative-charge tags: direct sampling from ionic liquid solutions,2012,"Lalli, Priscila M. | Rodrigues, Thyago S. | Aline Marcelino Arouca | Eberlin, Marcos N. | Neto, Brenno A. D.",5,"Lalli, Priscila M.",,,,NAO,10.1039/c2ra01360f
6021,Aline Marcelino Arouca,Campus Samambaia,Ionically Tagged Iron Complex-Catalyzed Epoxidation of Olefins in Imidazolium-Based Ionic Liquids,2012,"dos¿Santos, Marcelo R. | Diniz, Julia R. | Aline Marcelino Arouca | Gomes, Alexandre F. | Gozzo, Fabio C. | Tamborim, Silvia M. | Parize, Alexandre L. | Suarez, Paulo A. Z. | Neto, Brenno A. D.",9,"dos¿Santos, Marcelo R.",,,,NAO,10.1002/cssc.201100453
6021,Aline Marcelino Arouca,Campus Samambaia,Use of luminescent gunshot residues markers in forensic context-Part II,2017,"Aline Marcelino Arouca | LUCENA, M.A.M. | ROSSITER, R.J. | Márcio Talhavini | WEBER, I.T.",5,"AROUCA, A.M.",,,,SIM,10.1016/j.forsciint.2017.09.022
6021,Aline Marcelino Arouca,Campus Samambaia,Ammunition encoding by means of co-doped luminescent markers,2019,"LUCENA, M.A.M. | Aline Marcelino Arouca | Márcio Talhavini | ALVES-JÚNIOR, S. | WEBER, I.T.",5,"LUCENA, M.A.M.",,,,NAO,10.1016/j.microc.2018.09.013
6021,Aline Marcelino Arouca,Campus Samambaia,Analysis of Luminescent Gunshot Residue (LGSR) on Different Types of Fabrics,2019,"Aline Marcelino Arouca | LUCENA, MARCELLA A. M. | ROSSITER, RAFAEL J. | TALHAVINI, MÁRCIO | WEBER, INGRID T.",5,"Arouca, Aline M.",,,,NAO,10.1111/1556-4029.14143
6021,Aline Marcelino Arouca,Campus Samambaia,Chromatographic Analysis of Byproducts from a Non-Toxic Ammunition and a Marked Ammunition: An Assessment of Toxicity,2021,"Aline Marcelino Arouca | VIEIRA, MAURICIO | TALHAVINI, MÁRCIO | WEBER, INGRID",4,"AROUCA, ALINE",,,,NAO,10.30744/brjac.2179-3425.AR-34-2021
6021,Aline Marcelino Arouca,Campus Samambaia,"Application of the Metal-Organic Framework [Eu(BTC)] as a Luminescent Marker for Gunshot Residues: A Synthesis, Characterization, and Toxicity Study",2017,"LUCENA, MARCELLA A. M. | OLIVEIRA, MARINA F. L. | Aline Marcelino Arouca | TALHAVINI, MÁRCIO | FERREIRA, EDUARDO A. | ALVES, SEVERINO | VEIGA-SOUZA, FABIANE H. | WEBER, INGRID T.",8,"LUCENA, MARCELLA A. M.",,,,NAO,10.1021/acsami.6b13474
