docente_id,docente_nome,docente_campus,nome_projeto,natureza,situacao,ano_inicio,ano_fim,descricao,papel,total_integrantes,integrantes
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Ambiente acadêmico por meio de rede social com suporte de software livre no Campus Ceilândia do Instituto Federal de Brasília.,DESENVOLVIMENTO,CONCLUIDO,2014,2016,"<p align=&quot;justify&quot;>As redes sociais representam excelentes ferramentas para troca de informações e interesses comuns entre grupos sociais diversos. O software Livre é um grande aliado pois oferece um baixo custo de implementação, suporte e operacionalização, além de proporcionar uma maior customização de design e interação entre a comunidade. O volume crescente de informações e processos que ocorrem simultaneamente na dinâmica de um Campus do IFB torna a comunicação institucional um desafio que justifica a busca por processos inovadores para mitigá-lo. Além de importante recurso de divulgação e propagação do conhecimento, as redes sociais proporcionam benefícios que justificam sua criação e manutenção, gere contatos permanentes com o público-alvo; aperfeiçoa a capacidade de comunicação; melhora o posicionamento da instituição na comunidade e cria um ambiente mais familiar, popular e divertido para a interação acadêmica. Este projeto tem como proposta implementar uma rede social baseada em software livre e estudar sua relação quanto a criação, armazenamento e evocação da informação, dentro do ambiente acadêmico do Campus Ceilândia do Instituto Federal de Brasília ? IFB, proporcionando maior relação entre discentes,comunidade e os egressos.</p>",Coordenador,2,Jocênio Marquios Epaminondas | Laura Misk de Faria Brant
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Consultoria e assessoramento na implantação de uma fábrica de tintas de pequeno porte.,EXTENSAO,CONCLUIDO,2014,2015,"<p align=&quot;justify&quot;>A proposta tem como finalidade a prestação de assessoramento/consultoria in-loco por meio de suporte técnico abrangendo  as áreas de Química Tecnológica, Atividades de Gestão Empresarial, Orientação sobre o gerenciamento de resíduos e apoio relacionado às questões de Informática, quando da abertura e acompanhamento do funcioamento de uma fábrica de tintas de pequeno porte.</p>",Colaborador,4,Jocênio Marquios Epaminondas | Luciano de Andrade Gomes | Pablo Juliano Meireles de Assunção | Kelly de Oliveira Santos
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,CURSO BÁSICO E ESPECÍFICO DE INFORMÁTICA  PRÓ-FUNCIONÁRIO II,EXTENSAO,DESATIVADO,2014,2014,"O presente projeto justifica-se da necessidade dos alunos do curso de Infraestrutura do Pró-Funcionários II que, em sua maioria, não possuem os conhecimentos necessários para operar os recursos básicos e fundamentais para a realização de um curso EAD.  O Referido Projeto  tem como execução um curso de Informática direcionado no qual proporcionará o desenvolvimento de habilidades mínimas necessárias ao bom desempenho do curso, a redução de evasão e a Inclusão Digital de seus participantes, removendo o receio da utilização do computador e da Internet",Coordenador,2,Jocênio Marquios Epaminondas | Pablo Juliano Meireles de Assunção
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Inclusão Digital e Promoção Social da Terceira Idade,EXTENSAO,CONCLUIDO,2015,2016,"<p align=&quot;justify&quot;>O objetivo geral do programa é promover a inclusão digital de pessoas da terceira idade a partir de um formato itinerante e com estabelecimento de várias parcerias com organizações localizadas na Ceilândia (DF), oferecendo ações complementares que dialoguem com outras áreas como a dança, culinária, estudo de línguas estrangeiras e empreendedorismo. Os objetivos específicos incluem municiar o público-alvo de ferramentas computacionais que melhorem sua interação com familiares e amigos; lhes deem maior autonomia e abram possibilidades e perspectivas de preenchimento de seu tempo, de forma lúdica e ou produtiva, impactando sobre sua autoestima e saúde; valorizando os saberes populares, colocando-os em diálogo com os saberes acadêmicos e fomentando as interações inter-geracionais. Nesse sentido, buscamos articular o ensino com a pesquisa e a extensão em diálogo com as necessidades de oferecer aos nossos graduandos dos cursos de Bacharelado e Licenciatura em Informática, Licenciatura em Espanhol e Licenciatura em Dança, uma formação sintonizada com a  imensão social e cidadã, em contato com a comunidade de seu entorno e com o mundo prático e externo  instituição, em diálogo inter-geracional e com os arranjos comunitários, produtivos e culturais locais da localidade e região. Bem como, buscamos realizar ações, a partir de experiências exitosas já  empreendidas pelo Campus Ceilândia, intentando ampliar o seu alcance, dando-lhes um caráter mais  articulado e integrado que permitam seu dimensionamento para o aprimoramento de nossas ações futuras e impactem em uma melhor formação de nossos graduandos articulando formação profissional e cidadã, acadêmica e aplicada, teórica e prática.</p>",Coordenador,10,João Henrique Gomes de Farias | Raquel Ghetti Macedo Benia | Jocênio Marquios Epaminondas | Vanessa Cristina da Silva | Loryne Viana de Oliveira | Juliana Campus Sabino de Souza | Heula Tíssia Alves Moreira | Conceição de Maria Cardoso Costa | Cássia Regina Migliorança Brandão | Michele Viana Batista
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Aplicação de Software Livre na Gestão de Talentos do IFB,PESQUISA,CONCLUIDO,2015,2016,"<p align=&quot;justify&quot;>Essa pesquisa tem por propósito de viabilizar o acesso, dos estudantes dos cursos técnicos de capacitação profissional, do Instituto Federal de Brasília - IFB (Campus Ceilândia), ao mundo de trabalho. Para viabilizar este acesso será implementado um software de código livre (opensource) para banco de talentos que estará disponível em domínio público da Internet e proporcionará uma aproximação do setor produtivo com o corpo discente e vice-versa.</p>",Colaborador,4,Jocênio Marquios Epaminondas | Luciano de Andrade Gomes | Tarcísio Ribeiro Kurn | Nancy da Luz Davidis
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Capoterapia para a Terceira Idade,EXTENSAO,DESATIVADO,2015,2016,"<p align=&quot;justify&quot;>Atualmente um dos maiores desafios sociais é a inclusão da terceira idade. Esta demanda surge principalmente do fato de que a expectativa de vida da população aumentou significativamente a partir de avanços tecnológicos e científicos ocorridos nos últimos séculos aplicados às áreas da saúde e qualidade de vida. Neste contexto é importante considerar que junto ao fenômeno da crescente longevidade populacional, surge conjuntamente uma intensificação da ocorrência das doenças crônico-degenerativas. Grande parte dessas doenças está intimamente relacionada aos hábitos de vida e são secundárias à falta de atividade física. Por esta razão, a prática regular da atividade física torna-se fundamental contribuindo positivamente na saúde, na capacidade funcional e na qualidade de vida dos idosos. A prática regular de exercícios físicos reabilita o idoso para exercer suas atividades cotidianas; melhora a atividade cardiorrespiratória, a autoestima, a força muscular, a flexibilidade e as funções cognitivas; diminui a dependência e a depressão 1 . Partilhando da perspectiva de envelhecimento ativo, adotada pela Organização Mundial da Saúde (OMS) para se referir ao processo de envelhecimento como maneira de otimização das oportunidades de saúde e elevação da qualidade de vida nesta fase, podemos enquadrar uma das vertentes da capoeira, chamada capoterapia, como uma grande aliada. Neste projeto, em parceria com a Associação de Capoeira Ladainha, são oferecidas aulas de capoterapia para este público.</p>",Colaborador,4,Gleicimar Marques dos Santos | Jocênio Marquios Epaminondas | Loryne Viana de Oliveira | Tarcísio Ribeiro Kurn
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Mostra de Talentos: Tecnologia e Empreendedorismo da Terceira Idade,EXTENSAO,EM_ANDAMENTO,2013,,"<p align=&quot;justify&quot;>Tem como principal objetivo divulgar atividades econômicas realizadas pelos alunos do programa de inclusão digital da Terceira Idade do Campus Ceilândia do Instituto Federal de Brasília - IFB, além de estimular e incentivar uma visão empreendedora na terceira idade, este proporcionará um dia de exposição,&#10;aberta ao público interno e externo do IFB. A Mostra contará com a participação de alunos dos cursos técnicos integrados, subsequentes e FIC?s (Formação Inicial e Continuada) do Campus Ceilândia e estará aberta tanto para a comunidade escolar quanto organizações em geral dessa região administrativa. Indiretamente, busca-se, ainda, possibilitar a integração entre diferentes faixas etárias de alunos do IFB, divulgando o evento entre os diversos campi.</p>",Coordenador,3,Conceição de Maria Cardoso Costa | Jocênio Marquios Epaminondas | Aline Rocha Souza Santana
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Instalando o Linux Desktop,EXTENSAO,CONCLUIDO,2016,2016,"Proposta aprovada no Edital 017/RIFB, de 02 de maio de 2016 ? QUALIFIC EXPRESS</b>.<br>&#10;<p align=&quot;justify&quot;>A oficina tem como foco a difusão do uso do sistema operacional Linux, assim como, gerencia de ambiente desktop. Também tem como propósito divulgar a importância do software livre nos cursos e divulgação do trabalho do Campus em projetos de pesquisa como destaque a IFSocial (rede social do IFB) que está sendo executada como piloto no Campus Ceilândia e utiliza tecnologia 100% Livre.</p>",Coordenador,4,Luciano de Andrade Gomes | Jocênio Marquios Epaminondas | Loryne Viana de Oliveira | Tarcísio Ribeiro Kurn
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Antenista Amigo,EXTENSAO,CONCLUIDO,2016,2016,"<p align=&quot;justify&quot;>O Antenista Amigo envolverá um professor (coordenador) e 10 alunos do IFB, preferencialmente do curso de Eletrônica, podendo ser ampliado aos alunos dos cursos de Operador de Computador, Manutenção de Informática e outros, de acordo com o interesse dos próprios alunos, sob a gestão do professor coordenador. Os alunos selecionados e o coordenador pedagógico participarão do curso profissionalizante a ser ministrado pelo parceiro, nas dependências do Campus Ceilândia, com duração de 16 (dezesseis) horas/aula. <br>&#10;A partir da formação da primeira turma de Antenistas Amigos, teremos, então, um grupo preparado de 10 oficineiros, que entregarão ao projeto, como forma de contrapartida, até 30 (trinta) oficinas de Antenista Digital. Cada antenista&#8208;oficineiro deverá oferecer 3 cursos gratuitos aos alunos e comunidade escolar do IFB, distribuídos nos 10 campi do IFB do DF e Entorno, sob a supervisão do coordenador. A gestão das oficinas será de responsabilidade do coordenador pedagógico: divulgação, recrutamento, seleção, cronograma, controle de frequência e de certificação, avaliação dos oficineiros e formandos. Os demais Antenistas Amigos formados pela turma de Oficineiros deverá entregar até 10 (dez) instalações gratuitas por formado, realizadas em suas comunidades de residência, e/ou trabalho e/ou religiosa, para famílias que receberam o Kit Conversor gratuito dos programas do CadÚnico.</p>",Colaborador,4,Tarcísio Ribeiro Kurn | Jocênio Marquios Epaminondas | Thalhes Tharlones Mendes Pedroza | Mardoqueu Nunes dos Santos Moraes
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Programa de Letramento Digital em Software Livre,EXTENSAO,CONCLUIDO,2019,2019,"<p align=&quot;justify&quot;>O Programa de Letramento Digital em Software Livre tem como objetivo expandir, consolidar e fortalecer as ações extensionistas em relação ao ?Software Livre e à Inclusão Digital?, proporcionando a integração entre ensino, pesquisa e extensão no âmbito do IFB.&#10;Serão ofertados dois eventos de software livre, o FLISOL - Festival Latino Americano de software livre para promoção do uso de Software Livre através de palestras, apresentações e workshops e o SFD - Dia da Liberdade do Software para promover o software livre como um todo.&#10;Além dos eventos serão ofertados mais 3 cursos para capacitar os participantes ao uso de ferramentas baseadas em software livre: Introdução a software Livre, Comandos Básicos Linux e Administração Básica Linux. A participação no evento é totalmente livre e gratuita.<br>&#10;Tem como público alvo: estudantes, pesquisadores, empresários, trabalhadores, funcionários públicos, entusiastas, e mesmo pessoas que não tem muito conhecimento em informática.</p>&#10;Projeto aprovado pelo Edital no 40/2018/RIFB</b> que trata de apoio financeiro a Projetos de Extensão.",Coordenador,6,Jocênio Marquios Epaminondas | Tarcísio Ribeiro Kurn | Gabriel Ribeiro Pinto | Thalhes Tharlones Mendes Pedroza | Mardoqueu Nunes dos Santos Moraes | Aldemi Barbosa da Silva
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Instalando o Linux em Computador Doméstico,EXTENSAO,CONCLUIDO,2018,2018,"Proposta aprovada no Edital 05/2018 - RIFB, de 12 de março de 2018 ? QUALIFIC EXPRESS 2018</b>.<br>&#10;<p align=&quot;justify&quot;>A oficina tem como foco a difusão do uso do sistema operacional Linux Desktop, assim como, gerencia de ambiente em Ambiente de Infraestrutura de Tecnologia da Informação e Comunicação (TIC). Também tem como propósito divulgar a importância do software livre no âmbito do Instituto Federal de Brasília - IFB.</p>",Colaborador,6,Jocênio Marquios Epaminondas | Tarcísio Ribeiro Kurn | Thalhes Tharlones Mendes Pedroza | Mardoqueu Nunes dos Santos Moraes | Madison Pereira da Silva | Vitória de Souza Freitas
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Conhecendo o Ambiente Gráfico do Sistema Operacional Linux,EXTENSAO,CONCLUIDO,2018,2018,"Proposta aprovada no Edital 05/2018 - RIFB, de de 12 de março de 2018 ? QUALIFIC EXPRESS 2018</b>.<br>&#10;<p align=&quot;justify&quot;>A oficina tem como foco a difusão do uso do sistema operacional Linux Desktop, assim como, gerencia de computacional Doméstico. Também tem como propósito divulgar a importância do software livre no âmbito do Instituto Federal de Brasília - IFB.</p>",Coordenador,6,Jocênio Marquios Epaminondas | Tarcísio Ribeiro Kurn | Gabriel Ribeiro Pinto | Mardoqueu Nunes dos Santos Moraes | Vitória de Sousa Freitas | Madison Pereira da Silva
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Ciclo de Palestras para Prevenção e Promoção à Saúde do Idoso,EXTENSAO,EM_ANDAMENTO,2020,,"O projeto tem com objetivo principal proporcionar aos idosos dos programas de Inclusão Digital e Social do IFB - Campus Ceilândia e a Comunidade Externa uma melhoria da qualidade de vida, acesso à cidadania e a orientações sobre temas relacionados a saúde do idoso, através de ações como o Dia do checkup e palestras preventivas de saúde, será de grande relevância para esta nosso público em epígrafe, proporcionando inúmeros benefícios, que envolvem a sociabilidade.<br>&#10;Projeto aprovado pelo Edital nº 38/2019/RIFB</b> que trata de apoio financeiro a Projetos de Extensão.",Colaborador,8,Jocênio Marquios Epaminondas | João Henrique Gomes de Farias | Gabriel Ribeiro Pinto | Gilcemar da Silva Borges Junior | Aldemi Barbosa da Silva | Karla Helena Coelho Vilaça e Silva | Ricardo Frangiosi de Moura | Allisson Lopes de Oliveira
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Espaço Interativo do Idoso,EXTENSAO,CONCLUIDO,2021,2022,"Este projeto tem como objetivo promover a Inclusão Digital e Social das Pessoas Idosas do Distrito Federal, resgatar a dignidade, a identidade, a autoestima e a alegria de viver do idoso. O espaço interativo vai além das ofertas de o&#64257;cinas de Informática para Idosos, nele serão desenvolvidas diversas atividades envolvendo recursos tecnológicos como óculos de realidade virtual, games interativos que proporcionarão a&#10;redução do déficit sensorial e cognitivos.",Colaborador,4,Jocênio Marquios Epaminondas | Paulo Henrique Sales Wanderly | João Henrique Gomes de Farias | Ricardo Frangiosi de Moura
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Informática Básica para Idosos na Modalidade a distância,EXTENSAO,CONCLUIDO,2021,2022,"Este tem como objetivo promover a Inclusão Digital de pessoas idosas do Distrito Federal e na Região Integrada de Desenvolvimento do Distrito Federal e Entorno - RIDE através da oferta de um curso de Extensão em ?Informática Básica para Idosos na modalidade a distância?, aproximando os idosos em época de Pandemia da COVID-19 das ferramentas computacionais utilizadas no cotidiano e sua socialização a partir das mídias sociais.",Colaborador,7,Jocênio Marquios Epaminondas | João Henrique Gomes de Farias | Aldemi Barbosa da Silva | Karla Helena Coelho Vilaça e Silva | Ricardo Frangiosi de Moura | Leandro Targino Pedrosa | Kenzo Daniel Becalli
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Informática Básica para Idosos na Modalidade Remota,EXTENSAO,CONCLUIDO,2021,2022,"Este tem como objetivo promover a Inclusão Digital de pessoas idosas do Distrito Federal e na Região Integrada de Desenvolvimento do Distrito Federal e Entorno - RIDE através da oferta de um curso de Extensão em ?Informática Básica para Idosos na modalidade remota?, aproximando os idosos em época de Pandemia da COVID-19 das ferramentas computacionais utilizadas no cotidiano e sua socialização a partir das mídias sociais.",Colaborador,7,Jocênio Marquios Epaminondas | João Henrique Gomes de Farias | Aldemi Barbosa da Silva | Karla Helena Coelho Vilaça e Silva | Ricardo Frangiosi de Moura | Leandro Targino Pedrosa | Kenzo Daniel Becalli
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Grupo de Inclusão Digital e Social de Pessoas Idosas (IFB60+),OUTRA,EM_ANDAMENTO,2016,,,Coordenador,5,Leandro Targino Pedrosa | Jocênio Marquios Epaminondas | Conceição de Maria Cardoso Costa | Tarcísio Ribeiro Kurn | Karla Helena Coelho Vilaça e Silva
6172,Jocênio Marquios Epaminondas,Campus Ceilândia,Implementação e Análise de Rede de Sensores Sem Fi para Monitoração de Sinais Cardíacos,DESENVOLVIMENTO,CONCLUIDO,2015,2017,"<p align=&quot;justify&quot;>Projeto vinculado ao Programa de Execução de Atividades de Fomento ao Desenvolvimento Científico e Tecnológico, desenvolvido no Instituto: Instituto Federal de Brasilia (IFB) - Edital: Edital 03/2015 - Demanda Espontânea, FAP/DF.</p>",Colaborador,2,Paulo Henrique Sales Wanderly | Jocênio Marquios Epaminondas
6173,Rones Borges Silva,Campus Samambaia,"Entendendo as provas e as notas de corte do PAS/ENEM, relacionando-as às projeções futuras no mercado das profissões",ENSINO,EM_ANDAMENTO,2022,,"O projeto de ensino ?Entendendo as provas e as notas de corte do PAS/ENEM, relacionando-as às projeções futuras no mercado das profissões&quot;  é uma proposta com foco no Programa de Avaliação Seriada (PAS) da Universidade de Brasília (UnB) e no Exame Nacional do Ensino Médio (ENEM), que é um dos grandes interesses dos alunos do campus. Além do interesse, vale ressaltar que Avaliações Seriadas de ingresso na universidade federal são certames que aumentam as chances de ingresso dos alunos no ensino superior. E o ENEM é a porta de entrada para diversas instituições renomadas, facilitando o acesso do aluno às universidades de outros Estados. Especificamente, o projeto visa apresentar para o aluno os dois certames, e no primeiro momento, fazer um acompanhamento para auxiliá-los no cálculos das notas de ambas provas, bem como elucidar quais são as características de cada uma das avaliações. Em um segundo momento, em posse de suas notas de corte, poderão verificar quais cursos estariam dentro dessas notas e orientá-los com as projeções futuras no mercado de trabalho relativo a essas profissões.",Coordenador,2,Rones Borges Silva | Mercio Nascimento de Lima
6174,André Luiz De Brito Alves,Campus Ceilândia,Grupo de Pesquisa em Saúde e Segurança do Trabalho - (GPSST),PESQUISA,EM_ANDAMENTO,2018,,Grupo voltado para desenvolvimento de atividades vinculadas - Avaliações ambientais e das condições de ambientes de trabalho e Educação em Saúde e Segurança do Trabalho.,Coordenador,8,André Luiz de Brito Alves | Conceição de Maria Cardoso Costa | Gabriela Cristina Cândido da Silva | Jéssica Silva Lima | Loureine Rapôso Oliveira Garcez | Sandra de Araujo Teixeira | Cristiano de Castro Burgos | Marcia Fernanda Deminski Linhatti
6174,André Luiz De Brito Alves,Campus Ceilândia,"Visão, Robótica e Controle aplicados",PESQUISA,EM_ANDAMENTO,2019,,"Grupo de pesquisa iniciado no campus Ceilândia do Instituto Federal de Brasília, que começou suas atividades em 2018, mas foi fundado e consolidado em 2019. O objetivo do grupo é expandir o conceito de robótica educacional no Distrito Federal através da participação em Olimpíadas de Robótica, realização de palestras e simpósios que incentivem esta prática no ensino nas redes de escolas.",Coordenador,7,André Luiz de Brito Alves | Gustavo Luiz Sandri | Lucas Romano Oliveira de Souza | Mauro Oliveira Alencar | Paulo Henrique Sales Wanderley | Paulo Percio Mota Magro | Rayana Kristina Schneider Barcelos
6175,Monica Alves De Macedo,Campus Planaltina,Análise de ocorrência e desenvolvimento de ferramentas de diagnóstico de vírus emergentes e quarentenários detectados em estudos de viroma em plantas e em água de esgoto,PESQUISA,EM_ANDAMENTO,2022,,"Descrição: A nossa agricultura é vulnerável e constantemente ameaçada pelo aparecimento de doenças causadas por patógenos emergentes e quarentenários. A recente expansão de tecnologias de sequenciamento em larga escala (Next Generation Sequencing, NGS) viabilizou a identificação de vírus emergentes e quarentenários de forma eficiente. Porém, o uso ainda é limitado devido ao alto custo e à falta de familiaridade com os métodos de análise. Este projeto tem como objetivo contribuir com o sistema de alerta fitossanitário do Brasil com o estabelecimento e execução de um protocolo de análise de vírus emergentes e quarentenários. Neste projeto, duas estratégias principais serão adotadas. Primeiro, serão identificados e caracterizados os vírus em cucurbitáceas (melão e melancia) e em tomate coletados nas principais regiões produtoras. Isso vai indicar se vírus desconhecidos ocorrem nas nossas lavouras com potencial ameaça a essas culturas. A segunda estratégia consiste em monitorar os possíveis novos vírus de plantas circulantes no Brasil pela análise da água de esgoto. Nossos estudos realizados desde 2015 demonstraram que a água de esgoto é uma excelente fonte para estudo de vírus vegetais circulantes. Estes novos vírus detectados no estudo de viroma em água de esgoto serão caracterizados e os hospedeiros identificados. A seguir, ferramentas de detecção por (RT-)qPCR e/ou anticorpos para os vírus relevantes serão desenvolvidas. Para aqueles vírus com dificuldade de isolamento, uma nova técnica de expressão heteróloga do gene de capa proteica utilizando vetor viral vegetal será aplicada para preparar antígenos. Estas ferramentas serão disponibilizadas aos órgãos de fiscalização e aplicadas para detecção em amostras de campo para estudo de ocorrência e distribuição. O uso das modernas ferramentas de sequenciamento contribuirá para o estabelecimento de uma rotina de análise de amostras ambientais e de plantas para a identificação rápida de pragas quarentenárias e relevantes no Brasil..",Colaborador,8,Monica Alves de Macedo | Tatsuya Nagata | Alice K. Inoue-Nagata | Leonardo Albuquerque | Rosana Blawid | Alison Talis Martins Lima | Debora Maria Sansini Freitas | Graziela da Silva Barbosa
6175,Monica Alves De Macedo,Campus Planaltina,Transferência de tecnologia de manejo fitossanitário para produtores de maracujá do Distrito Federal,EXTENSAO,CONCLUIDO,2021,2022,"Este projeto visa abordar os desafios enfrentados pela agricultura familiar no Brasil, particularmente na cultura do maracujazeiro no Distrito Federal. A agricultura familiar, apesar de ser crucial na produção de alimentos básicos, enfrenta problemas, incluindo questões fitossanitárias que resultam em perdas econômicas significativas. Esse projeto tem como objetivo realizar um levantamento das principais viroses que ocorrem na cultura do maracujazeiro no Distrito Federal (DF) e fazer a transferência de tecnologia de manejo fitossanitário, incluindo a tecnologia de mudas do tipo mudão. Como objetivos específicos, o projeto visa a instalação de uma área de vitrine com mudas de tamanho convencional e mudões para realizar um dia de campo, onde os produtores serão conscientizados sobre o benefício da utilização de mudas com idade avançada na redução das viroses em maracujazeiro.",Coordenador,1,Monica Alves de Macedo
6175,Monica Alves De Macedo,Campus Planaltina,Instituto Nacional de Ciência e Tecnologia em Interações Planta-Praga,PESQUISA,EM_ANDAMENTO,2023,,"CHAMADA N 58/2022 - PROGRAMA INSTITUTOS NACIONAIS DE CIÊNCIA E TECNOLOGIA - INCTCom o aumento previsto da população mundial para 9 bilhões até 2050, torna-se imperativo que a produção de alimentos seja maximizada de forma econômica e ambientalmente sustentável. Doenças causadas por pragas causam 40 de perdas na produção agrícola mundial e este cenário tende a piorar com as mudanças climáticas. Perturbações nas condições ambientais para o crescimento das plantas constituem alertas constantes para o aparecimento de novas doenças. Para combater essas ameaças, a proposta do INCT em Interações Planta-Praga tem como foco contribuir para o controle eficiente de pragas/doenças por meio da compreensão das bases moleculares pelas quais patógenos e insetos interagem com plantas cultivadas. Este programa de pesquisa abrange a interação das plantas com as quatro classes de pragas e está organizado em quatro subprojetos: vírus (geminivírus, tospovírus e potyvírus), fungos (causadores de ferrugem e antracnose), bactérias (Xanthomonas) e insetos (mastigadores e sugadores), pragas estas que impactam severamente a agricultura brasileira. A proposta inclui estudos multidisciplinares em plantas experimentais e cultivadas abrangendo mecanismos de resistência a doenças e imunidade, princípios de infecção, transdução de sinal, regulação epigenética, biodiversidade de patógenos e desenvolvimento de defensivos ecologicamente sustentáveis contra insetos e outras estratégias inovadoras de controle de doenças. Propõe-se também aprofundar os estudos dos mecanismos iniciais de sinalização durante as interações planta-micróbio, genes de resistência contra patógenos e seus genes cognatos de avirulência, Abordagens metagenômicas serão implementadas para decifrar viromas complexos, seu potencial genético, biogeografia e estrutura da comunidade. A compreensão das interações planta-praga durante infecção será a base para o desenvolvimento de cultivares melhoradas e métodos de controle de pragas, resultando na redução das perdas, no uso de agroquímicos e nos custos de produção.",Colaborador,22,"Monica Alves de Macedo | Cristiano Lacorte | Elizabeth Pacheco Batista Fontes | Maria Goreti de Almeida Oliveira | Sergio Herminio Brommmonshenkel | Marisa Vieira de Queiroz | Francisco J. L. Aragão | Angela Mehta dos Reis | Pedro A. A. Reis | Francisco Murilo Zerbini | Humberto Josue de Oliveira Ramos | Poliane Alfenas-Zerbini | DAL-BIANCO, MAXIMILLER | João Paulo Batista Machado | Alice Kazuko Inoue Nagata | Anésia Aparecida dos Santos | Alessandra de Jesus Boari | Alexandre Machado Aud | Alice M Quezado Duval | André Luiz Lourenção | Camila Rocha da Silva | Consuelo Medeiros Rodrigues de Lima"
6175,Monica Alves De Macedo,Campus Planaltina,Compreendendo a reemergência do potato virus Y em culturas solanáceas e aprendendo a manejar com abordagens genômicas e genéticas,PESQUISA,EM_ANDAMENTO,2023,,"O potato virus Y (PVY) vem reemergindo como uma grande ameaça a cultivos de solanáceas, com surtos em batateira, tomateiro e pimenteira. Há dúvidas se essas epidemias são resultantes do surgimento de novas variantes virais (devido a mutações e recombinações) ou de novas condições de dispersão e infecção. Para enfrentar esse desafio, este projeto estabelece quatro temas fundamentais. O primeiro reside na relação entre variações genômicas virais, espontâneas e frequentes, na geração de quasispecies e consequente aumento da prevalência da doença nas três culturas. É esperado que o PVY exiba afinidade distinta por hospedeiros específicos, dificultando sua disseminação para outras culturas, mesmo que botanicamente relacionadas. No entanto, a rápida seleção de haplótipos adaptados a um novo hospedeiro representa uma ameaça latente. Para elucidar essa questão, otimizaremos e usaremos a técnica de sequenciamento via Nanopore para examinar as variantes do PVY presentes nas três culturas, avaliando a capacidade adaptativa ao hospedeiro por meio da análise da taxa de infecção, sintomatologia e modificações genômicas de isolados de PVY coletados em campo e em inoculações sequenciais em hospedeiros distintos para cada isolado. O segundo tema aborda o nível de resistência ao PVY de cultivares comerciais atualmente em uso nas três culturas, com a identificação daquelas de maior resistência a isolados prevalentes. A terceira temática está relacionada à indução de premunização de plantas a partir de mutantes naturais defectivos do PVY. Caracterizaremos esses mutantes e avaliaremos seu potencial como uma ferramenta para induzir proteção de plantas contra isolados agressivos do PVY. O quarto tema tem como foco o levantamento de outros vírus que ocorrem na batateira por high throughput sequencing, podendo revelar vírus desconhecidos. O PVY vem sendo negligenciado e este projeto vai suprir esta demanda por informações e contribuir para o manejo mais eficiente deste vírus..",Colaborador,14,JOÃO MARCOS FAGUNDES silva | Ivair José de Morais Junior | Dorian Yest Melo Silva | Jonas Rafael Vargas | Yanca Francine Martins Pereira | Roberta Rubia Pinto Nogueira Lima | Santiago Elena | Natalino Yassushi Shimoyama | Pedro Candido Rytsi Hayashi | Monica Alves de Macedo | Tatsuya Nagata | Tadeu Araújo de Souza | Erich Tempel Yukio Nakasu | Alice K. Inoue-Nagata
6175,Monica Alves De Macedo,Campus Planaltina,Implementação de cultivo de cogumelo comestível com aproveitamento de recursos do IFB campus Planaltina,EXTENSAO,CONCLUIDO,2024,2025,,Coordenador,1,Monica Alves de Macedo
6177,Luiz Fernando Câmara Viana,Campus Gama,Café 24Horas,OUTRA,CONCLUIDO,2018,2019,,Coordenador,2,Luiz Fernando Câmara Viana | Patricia Diniz Andrade
6177,Luiz Fernando Câmara Viana,Campus Gama,Cold brew coffee,OUTRA,CONCLUIDO,2016,2017,,Coordenador,3,Luiz Fernando Câmara Viana | Patricia Diniz Andrade | Pedro Carvalho Brom
6177,Luiz Fernando Câmara Viana,Campus Gama,Olaria: empresa júnior,EXTENSAO,CONCLUIDO,2019,2020,,Coordenador,6,Luiz Fernando Câmara Viana | Giovanna Megumi I Tedesco | Patricia Diniz Andrade | Luciana Miyoko Massukado | Tatiane Alves de Melo | Rodrigo Alfani
6177,Luiz Fernando Câmara Viana,Campus Gama,Integrando: proposta de gamificação de projeto integrador,OUTRA,CONCLUIDO,2017,2018,,Coordenador,1,Luiz Fernando Câmara Viana
