docente_id,docente_nome,docente_campus,nome_projeto,natureza,situacao,ano_inicio,ano_fim,descricao,papel,total_integrantes,integrantes
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,Plantas Medicinais Utilizadas em Comunidades Carentes no DF,PESQUISA,CONCLUIDO,2013,2014,"No Brasil o uso de plantas medicinais foi promovido pela crise econômica que afeta o país, aliada ao difícil acesso da população à assistência médica e farmacêutica, ao custo dos medicamentos industrializados e uma tendência dos consumidores a utilizarem produtos de origem natural decorrente de uma ?consciência ecológica? estabelecida nos últimos anos. Através dos estudos botânicos são descobertas plantas de utilidades medicinais, seus princípios ativos e efeitos terapêuticos importantes para a manutenção da saúde e da qualidade de vida. Mas também existem substâncias tóxicas em diversas plantas, que podem trazer grande risco às pessoas e a outros animais.&#10;De acordo com a utilização, modo de preparo, e tempo de tratamento, uma determinada planta pode apresentar tanto uma ação terapêutica, quanto tóxica. Desta maneira, são necessários estudos para verificar como as comunidades menos favorecidas estão utilizando as plantas disponíveis, verificando a existência de riscos e, discriminando-os.",Coordenador,4,Silvia Dias da Costa Fernandes | Elmenei Teixeira Primo | Jacson do Nascimento Santos | Vitor Hugo Nascimento França
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,Livro didático: um versátil objeto de pesquisa na tecnologia educacional,PESQUISA,CONCLUIDO,2015,2023,"Uma das ações do Fundo Nacional de Desenvolvimento da Educação (FNDE) é o Programa Nacional do Livro Didático (PNLD), que tem por objetivo prover as escolas públicas da educação básica com livros didáticos. Os discentes do curso Técnico em Agropecuária Integrado ao Ensino Médio do Campus Planaltina do Instituto Federal de Brasília (IFB) são contemplados pelo PNLD. No último ano do triênio de utilização dos livros didáticos, o FNDE deve providenciar o desfazimento do saldo remanescente da reserva técnica. O mesmo se aplica aos livros de Ciências e Biologia do ensino fundamental e médio da SEDF. Uma possível solução para esse acúmulo é a doação desses livros aos discentes do Campus e à comunidade externa. Outra possibilidade é a análise crítica dos livros didáticos de Ciências e Biologia lançados ao longo do tempo e aprovados nos editais do PNLD, o que ampliará a formação de discentes do curso de Licenciatura em Biologia em diversos aspectos, desde a adequação do conteúdo à interdisciplinaridade. Assim, este projeto abrange: minimizar a questão do acúmulo de livros didáticos; disponibilizar livros para os discentes e para a comunidade externa; realizar análises críticas de parte desses livros.",Coordenador,6,Silvia Dias da Costa Fernandes | Marina Delgado | Felipe Araújo dos Santos | Margarida Gonçalves da Silva | Naicon Jean Camera Reich | Priscila Alves Noronha
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,Estudo comparativo de plantas medicinais e fitoterápicos usados pelos moradores de Sobradinho Distrito Federal - FAPDF Edital 39-2015,PESQUISA,CONCLUIDO,2016,2021,,Colaborador,2,Silvia Dias da Costa Fernandes | Marina Delgado
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,Elaboração de materiais didáticos para a execução de aulas práticas de botânica,PESQUISA,EM_ANDAMENTO,2017,,"Botânica é uma das áreas da biologia alvo de reclamação dos discentes, principalmente pela quantidade de novos termos. Outra limitação frequente no processo de ensino aprendizagem deste componente é a carência de recursos, principalmente visuais, para estimular o interesse pelas aulas, que frequentemente se resumem a meras transmissões orais que não possibilitam sequer, discussões em sala. Devido a essa situação, é necessário pensar novas metodologias, visando práticas motivadoras, que estimulem os discentes no estudo da botânica. As aulas práticas ajudam no desenvolvimento de conceitos científicos, além de permitir que os discentes aprendam como abordar objetivamente o seu mundo e como desenvolver soluções para problemas complexos. Essas práticas, como método didático, são decisivas para o aprendizado das ciências, pois contribuem para a formação científica, tendo em vista que aguçam a observação, manipulação e construção de modelos, permitindo ao discente observar, vivenciar e discutir conjunto de experiências, fenômenos biológicos e físico-químicos relacionados com seu cotidiano. Assim, o objetivo principal deste projeto é a elaboração de materiais para o fortalecimento de aulas práticas para o ensino de botânica.",Coordenador,10,Silvia Dias da Costa Fernandes | Marina Delgado | Keilla Roberta Felix Gomes | Brenda Dias dos Santos | Erika Santana Mendes | Raphaela dos Santos Costa | Larissa Gonzaga Ferreira | Laryza Viviane Sousa de Brito | Giuliana Moita Sales | Juliane de Souza Pereira
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,Feiras de Ciências do IFB campus Planaltina,EXTENSAO,EM_ANDAMENTO,2017,,"O evento Feira de Ciências é parte integrante do componente curricular Prática de Ensino II, da Licenciatura em Biologia, do campus Planaltina do Instituto Federal de Brasília (IFB), sendo planejado e executado por licenciandas e licenciandos. Trata-se de um momento de interação entre os servidores e estudantes de todos os cursos do referido campus e comunidade externa, sendo que já recebemos escolas da Secretaria de Educação do DF e moradores das proximidades do campus. Espera-se que a Feira de Ciências seja motivadora para os visitantes, a fim de que estes se interessem pela investigação científica e proporcionar novas descobertas em diversas áreas do conhecimento, que possam contribuir para solucionar problemas reais, existentes nas comunidades, das quais esses participantes fazem parte. Este projeto já contou com fomento de editais PINCEL (Programa de Incentivo a Cultura, Esporte e Lazer) do próprio campus e editais de Ações de Extensão (RIFB 16/2021; RIFB 7/2022; RIFB 2/2023; RIFB 7/2024).",Coordenador,9,Silvia Dias da Costa Fernandes | Ana Gabriela Aragão Barros | Brena Pereira Brito | Amanda Sardinha da Silva | Ana Gabriela Rodrigues Ledoux | Enzo Cardoso Vaz Ribeiro | Carlos Henrique Sousa Jerônimo | Graziele Moreira da Conceição | Lorrany Alcides Ferreira
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,Prática docente e verticalização do ensino,ENSINO,CONCLUIDO,2018,2018,Atuação de licenciandos em biologia no preparo de discentes do curso técnico em agropecuária integrado ao ensino médio para a execução de exames do Enem e do Programa de Avaliação Seriada da Universidade de Brasília (PAS/UnB),Coordenador,7,Silvia Dias da Costa Fernandes | Keilla Roberta Felix Gomes | gabriel alves dos santos | José Luiz Lara de Oliveira | sarah pereira de araújo | Larissa Gonzaga Ferreira | Yara Paole Lopes de Paiva Sodré
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,"Nectários em plantas do Cerrado: estudos ecológicos, funcionais e anatômicos",PESQUISA,CONCLUIDO,2018,2022,"Em muitas espécies de angiospermas, é identificada a associação benéfica entre insetos e plantas através dos nectários extraflorais (NEFs), pois esses insetos se alimentam do néctar e protegem a planta contra outros herbívoros, preservando as estruturas vegetais e aumentando sua chance de sobrevivência e reprodução.",Colaborador,4,Silvia Dias da Costa Fernandes | Nadia Silvia Somavilla | Marina Delgado | Ana Carolina de Lima Costa
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,Kokedama  técnica japonesa de decoração verde com arranjos de plantas,EXTENSAO,CONCLUIDO,2018,2023,"A técnica de Kokedama é um tipo de cultura de plantio oriental onde as plantas são produzidas numa bola de musgo vegetal facilmente encontrado próximos às áreas hídricas do Cerrado, o que favorece o desenvolvimento sustentável das populações do DF e entorno. Paralelo à economia, os musgos retêm água, preservando o arranjo e evitando proliferação de mosquitos, como os transmissores da dengue e febre amarela. Este projeto já contou com fomento de editais PINCEL (Programa de Incentivo a Cultura, Esporte e Lazer) do próprio campus, editais de projetos de extensão (RIFB 43/2017; PREX 05/2023) e de pesquisa (PRPI 18/2022; PRPI 15/2023).",Coordenador,9,Silvia Dias da Costa Fernandes | Brenda Dias dos Santos | Erika Santana Mendes | Mauricio Rodrigues de Andrade | Raphaela dos Santos Costa | Wallison Santos Soares | kamila de Jesus Lemos | Inara Lais Silva Freitas | Diogo Pereira da Silva
6126,Silvia Dias Da Costa Fernandes,Campus Planaltina,Uso de Briófitas em Canteiros de Plantio Familiar na Prevenção à Herbivoria,PESQUISA,CONCLUIDO,2012,2014,"Uma das pragas da horta familiar é a formiga, o combate eficiente dessas espécies se dá com uma série de formicidas, como sulfureto de carbono e brometo de metila, que devem ser manuseados e usados com cautela devido aos efeitos tóxicos. O Brasil está entre os principais consumidores mundiais de agrotóxicos, sendo que a maior utilização dessas substâncias está na Agricultura, à utilização de produtos fitossanitários tem sido responsável por grande número de acidentes, muitas vezes mortais, os trabalhadores agrícolas e de plantio familiar que manuseiam e aplicam defensivos agrícolas estão sujeitos aos seguintes riscos: intoxicações agudas, intoxicações crônicas, efeitos teratogênicos, mutagênicos e carcinogênicos.&#10;As formas alternativas, ecológicas e sustentáveis de combates a pragas são muito usadas na agricultura familiar, como folhas repelentes (hortelã, cebolinha verde, menta, lavanda, manjerona, alho, coentro) ou espalhar nos canteiros gergelim, carvão moído, farinha de osso, casca de ovo, sendo que a hipótese mais recomendada é o controle preventivo, impedindo que as formigas cheguem até as plantas cultivadas, sem danificar, matar ou prejudicar a formiga que é uma grande aliada no revolvimento da terra. Assim será testada a eficácia da utilização de algumas briófitas para afastar as formigas dos canteiros.",Coordenador,4,Silvia Dias da Costa Fernandes | Tereza da Silva Ferreira | José Carlos de Couto | Eduardo Gama de Araújo
6127,Daniele Dos Santos Rosa,Reitoria,"?O  mundo  à  revelia?:  um  estudo  da narrativa em Grande Sertão: Veredas,  de Guimarães Rosa",PESQUISA,CONCLUIDO,2016,2016,"O objetivo desta pesquisa é pensar a narrativa em Grande Sertão: Veredas enquanto representação literária de uma modernização peculiar de nosso país, a partir da leitura atenta das contradições e ambiguidades que se formam na instância narrativa, no próprio enredo, na relação dialética entre o arcaico e o moderno, o localismo e cosmopolitismo, transfigurados na relação entre forma literária e processo social.",Coordenador,2,Daniele dos Santos Rosa | Jéssica Aquino Araújo Saraiva
6127,Daniele Dos Santos Rosa,Reitoria,Iniciação à Literatura Brasileira: os fundamentos da crítica literária de Antonio Candido,PESQUISA,CONCLUIDO,2016,2016,"A partir dessa conceituação de Antonio Candido, que estabelece uma sistematização da literatura brasileira, devemos nos questionar: essas ?consciências? são realmente importantes para se compreender a produção literária nacional? Essas categorias possibilitam um lugar ao autor na crítica, um lugar enquanto ser histórico e social? Essa análise prevê a própria reciprocidade entre literatura e sociedade? Tais questões se colocam principalmente por percebermos que a compreensão da situação nacional e a possibilidade de apreendê-la como ficção por meio da forma estética são processos que partem dos dois principais aspectos formativos: a dialética entre o local e o universal, como nexo subterrâneo de nossa literatura. &#10;Por isso, ao acompanhar essa discussão, principalmente a relação entre a consciência de subdesenvolvimento assumida pelos escritores e a formulação estética produzida, formula-se mais questões relevantes: esta relação entre literatura e as condições sociais é realmente profícua na crítica literária nacional? A definição das três consciências do subdesenvolvimento assumidas e alcançadas por nossos escritores a partir da percepção do atraso nacional verdadeiramente se articula de forma dialética com a forma literária? Enfim, trata-se de uma crítica que se fundamenta na relação dialética entre forma literária e processo social? &#10;Na tentativa de responder a essas questões, a partir de um acompanhamento crítico das reflexões de Antonio Candido, pretende-se neste projeto compreender melhor o processo de formação e desenvolvimento da literatura brasileira que vai desde o seu início, com Gregório de Matos e os escritores árcades, passando pelo romance de 1930, até alcançar a literatura mais recente, produzida nas décadas de 1970 e 1980. Pretende-se, portanto, trilhando os passos construídos por esse importante crítico, compreender os aspectos principais que fundamentaram a construção das categorias conceituais, como sistema literário e consciências do atraso, tratadas aqui como bases para uma compreensão histórica e dialética da produção literária brasileira.",Coordenador,2,Daniele dos Santos Rosa | Francisca Fernanda de Sales Taveira Carvalho
6127,Daniele Dos Santos Rosa,Reitoria,"Forma Literária e processo social: o deslizar das estratégias narrativas em A viagem do Elefante, de José Saramago",PESQUISA,CONCLUIDO,2016,2016,"O romance A viagem do Elefante (2008), de José Saramago, parte de um fato histórico: a insólita viagem do elefante de D. João III, chamado Salomão, como presente a Maximiliano II da Áustria, e levado a pé e de barco de Lisboa para a Viena, em 1551. Trata-se, portanto, de um retorno à Europa do século XVI, a partir de um olhar contemporâneo, questionando, em especial, as bases que fundaram o que chamamos hoje de Europa. &#10;Em um tom sarcástico e muito atento às fraquezas e a potencialidade humanas, verifica-se neste romance a problematização da relação entre a ficção e o relato histórico, intimamente relacionada à dialética entre forma literária e forma social, que merece ser investigada. O que o relato ficionalizado de um acontecimento, insólito e curioso, tem a nos dizer sobre o presente destino de Portugal, que deixa de ser uma nação central, como no século XVI, para tornar-se uma região periférica na Europa?  O que há nesse passado narrativizado que pode nos auxiliar na compreensão de nosso presente? Este projeto postula-se na tentativa de responder a tão significativas questões da crítica literária, que partem da determinação do narrador e de sua relação com os personagens, para se chegar à relação dialética entre a ficção e a história factual, ou seja, encontrar no romance a sua fundamentação estética e, a partir dela, compreender seu valor enquanto arte e enquanto forma de conhecimento de nossa realidade.&#10;Nesse sentido, este estudo justifica-se pela importância que as obras de José Saramago assumem no contexto da literatura mundial. Trata-se de uma produção romanesca de mais de 30 anos, com 18 romances pulicados, ganhador o Nobel de Literatura em 1998, somando-se à qualidade estética já evidenciada pela crítica. Assim, Saramago já se tornou uma espécie de ícone para escritores de linhas, tendências e estilos completamente diferentes, colocando-se como um elo de transição entre a literatura moderna e contemporânea portuguesa.",Coordenador,2,Daniele dos Santos Rosa | Thayanne Oliveira Rosa Lucena
6127,Daniele Dos Santos Rosa,Reitoria,"?O mundo existia em retalhos?: um estudo da problemática da arte e do trabalho em Aparição, de Vergílio Ferreira",PESQUISA,CONCLUIDO,2016,2016,"Este projeto tem como objetivo geral investigar a relação contraditória entre o trabalho estanhado e a arte, como paradigma do trabalho livre, como tema e fundamentação estrutural do romance Aparição, representado no personagem Bailote, e nas dificuldades e nos limites do trabalho do escritor na instância narrativa.",Coordenador,2,Daniele dos Santos Rosa | MARIA JOSÉ PINTO DE CARVALHO
6127,Daniele Dos Santos Rosa,Reitoria,"A DIALÉTICA DO LOCAL E UNIVERSAL: MACHADO DE ASSIS E ANTONIO CANDIDO, DE SENTIMENTO ÍNTIMO À CONSCIÊNCIA NACIONAL",PESQUISA,CONCLUIDO,2016,2016,"Esta pesquisa tem por objetivo fazer uma comparação importante: a percepção de Machado de Assis, como um de nossos mais importantes escritores, e de Antonio Candido, como um dos principais críticos literários no Brasil, acerca da história da literatura, percebida como um processo, intimamente ligado ao processo de formação nacional, tentando aprofundar a reflexão sobre a passagem do sentimento íntimo de nacionalidade à consciência do atraso. Utilizou-se como base para a pesquisa a Formação da Literatura Brasileira, volumes I e II, de Antonio Candido, e os artigos escritos por Machado de Assis, na sua fase de crítico literário no período entre 1865 a 1879. A partir da compreensão da formação do sistema literário como consequência da relação dialética entre autor, obra e público, fundamentada&#10;por Candido como a tríade que permite a realização da produção ficcional no Brasil em detrimento de suas condições sociais objetivas impeditivas, se fará esta comparação com os apontamentos críticos de Machado de Assis, em especial, sua fundamentação teórica baseada no que o autor denomina por ?sentimento íntimo?, que se estabelece como fundamental para a produção literária de relevância no país. Como base dessa comparação, se estabelecerá a noção que fundamenta a literatura brasileira: a dialética entre o Local e o Universal, como esta contradição fundante, resultado não apenas da condição colonial sofrida pelo Brasil, mas, principalmente, de um novo sistema econômico globalizante, presente como eixo fundante tanto nos escritos machadianos, como nos de Antonio Candido. Segundo Candido, o processo da nossa literatura brasileira foi bastante diferente, porque se iniciou por uma transposição de leis da Metrópoles, afirmado que a literatura não ?nasceu aqui, veio pronta para transforma-se à medida que se formava uma sociedade nova? (CANDIDO, 1994, p.12). Candido afirma que a história da nossa literatura foi em grande parte uma imposição cultural para, principalmente, celebrar os costumes e valores cristãos. O autor menciona o caso do processo da mitologia greco-latina, que foi uma das principais formas de vários escritores brasileiros adaptarem as formas, isso deu-se pela maneira de afirmar nossa realidade segundo os padrões que vinham da Europa. Para entendermos melhor o processo de formulação crítica de Antonio Candido, precisamos compreender que se trata de um processo histórico e não estético, que parte das observações acertadas de um dos maiores literatos: Machado de Assis.",Coordenador,2,Daniele dos Santos Rosa | Liliane da Conceição de Sousa
6127,Daniele Dos Santos Rosa,Reitoria,Leituras Filosófico-Literárias,EXTENSAO,CONCLUIDO,2016,2018,"O projeto de extensão Leituras Filosófico-Literárias consiste na capacitação de discentes do curso de licenciatura em letras para coordenarem e facilitarem a leitura de obras de filosofia e literatura junto aos estudantes do ensino médio integrado, especialmente aquelas cobradas pelo PAS-UnB como obras de referência. A roda de leitura em torno das obras de filosofia e literatura do subprograma do primeiro ano integra as diferentes modalidades de ensino do IFB visando uma dupla finalidade. Por um lado, propiciar um espaço de formação docente aos licenciandos, por meio da mediação e do trabalho com textos, acompanhado pelos professores. Os estudantes do EMI, por outro lado, terão contato direto com grandes obras do pensamento mundial, na forma de grupo de leitura mediada e debates. Um pequeno grupo de estudantes da filosofia da UnB participantes do PIBID participará juntamente com os estudantes de letras dos encontros com os estudantes secundaristas. O diálogo transdisciplinas entre os estudantes de filosofia e letra marca a abordagem crítica das leituras. Com isso a atividade propicia aos estudantes licenciandos, uma experiência de docência, aliada a um alargamento do repertório cultural de nossos estudantes tanto da graduação quanto do ensino médio.",Coordenador,7,Daniele dos Santos Rosa | Kerennyne Kelly Herôncio de Souza | Francisca Fernanda de Sales Taveira Carvalho | Thayanne Oliveira Rosa Lucena | Jéssica Aquino Araújo Saraiva | MARIA JOSÉ PINTO DE CARVALHO | Rafael Sousa Siqueira
6127,Daniele Dos Santos Rosa,Reitoria,"Literatura, História e o reflexo artístico ? a crítica em construção",PESQUISA,CONCLUIDO,2017,2017,"Como movimento, que não deve ser reduzido a uma simples ambiguidade, a complexa relação entre Literatura e História refere-se tanto ao contexto da literatura, seus meios e modos de produção, bem como à sua própria dinâmica interna, no sentido em que a História, como realidade objetiva, se subjetiva ao tornar-se elemento construtor da própria forma literária. Assim, tem-se uma história que penetra a obra literária, por ser objetiva e real, bem como a própria obra literária faz história ao se constituir como forma de subjetivação humana, forma específica de reflexão sobre a vida humana. Essa subjetivação da História não é a simples citação de acontecimentos ou personalidades históricas, mas a conjugação entre esses diversos elementos que, ao serem ficcionalizados, são parte da vida social e pertencem ao mesmo tempo à forma literária.Nesse sentido, é importante salientar um ponto central a essa pesquisa e extremamente polêmico no estudo da literatura: a teoria do reflexo estético. Muitas vezes renegada por falta da devida compreensão, o reflexo é essencialmente a capacidade humana de se relacionar e compreender o mundo a sua volta, em que ?a consciência, o pensamento, a sensação são reflexos da concretude do real na mente humana? . Por isso, Lukács compreende a arte, especialmente a literatura, como ?uma forma específica do reflexo de uma realidade exterior à consciência do artista [?] que produz um conhecimento antropomorfizador do mundo do homem?, ou seja, é um tipo de reflexo que permite ?elaborar uma autoconsciência do desenvolvimento da humanidade? . &#10;Essa autoconsciência elaborada no gesto artístico é uma abordagem que considera a autonomia da obra de arte, pois é reconhecida como um fato cultural intimamente vinculado à sociedade, em que se fundamenta um tipo complexo de relação entre o texto literário e a conjuntura histórica que deve ser reconhecida pelo leitor ou crítico da obra. É a partir desse pressuposto que a arte pode ser compreendida como reflexo estético, portanto, como possibilidade de conhecimento e interpretação da realidade sócio-histórica, já que a realidade social não está diretamente refletida no objeto de arte, mas se apresenta modificada por meio do processo de mediação e de transfiguração, que são princípios básicos de toda a manifestação artística.",Coordenador,8,Daniele dos Santos Rosa | Francisca Fernanda de Sales Taveira Carvalho | Thayanne Oliveira Rosa Lucena | Jéssica Aquino Araújo Saraiva | MARIA JOSÉ PINTO DE CARVALHO | Liliane da Conceição de Sousa | Maria Olívia dos Santos Ferreira | Rúbia Ribeiro Leão
6127,Daniele Dos Santos Rosa,Reitoria,FORMA LITERÁRIA E PROCESSO SOCIAL: ESTUDOS DE TEORIA E CRÍTICA LITERÁRIA,PESQUISA,CONCLUIDO,2017,2019,"Esta pesquisa tem por objetivo investigar a relação entre a especificidade da forma literária e as mudanças na vida social, a fim de determinar os vários níveis da relação entre a literatura e a sociedade, buscando reconhecer e captar o movimento que fundamenta essa interpenetração. Esta pesquisa se desenvolverá por meio da análise crítica de obras literárias selecionadas da literatura brasileira, portuguesa e em língua espanhola de estudos teóricos, assim como na análise dos aportes teóricos já estabelecidos na teoria da literatura, compreendendo assim um estudo que partes da particularidade das obras para se chegar à historiografia literária. Pretende-se, portanto, por meio desse estudo, contribuir na formação dos estudantes envolvidos e no desenvolvimento dos estudos literários.",Coordenador,5,Daniele dos Santos Rosa | Beatriz Schneider da Costa | Liúcimar Domingas da Silva | Rômulo Monteiro | Thais Martins
6127,Daniele Dos Santos Rosa,Reitoria,Entre a estética e a ética: estudos sobre a arte e o trabalho na formação docente,PESQUISA,EM_ANDAMENTO,2018,,"Realiza-se um estudo sistemático de compreensão do objeto artístico como forma de conhecimento essencial do humano, no qual as reações individuais e as relações coletivas se defrontam de forma dialética e histórica. Partindo desse estudo sobre a arte, se problematizará a categoria trabalho, em especial suas relações entre trabalho material e imaterial, que - em conjugação com a arte - materializam a experiência humana ao longo da história, Para tanto, o estudo se baseará em autores como Aristóteles, Hegel, Lukács e a abordagem sobre estética de Vygotsky. O recurso metodológico é o materialismo histórico e dialético. Tais estudos sedimentarão as propostas de reflexão-ação da prática docente, com o objetivo de problematizar as ações correntes e propor novas formas de desenvolvimento do processo educativo, por meio de projetos interventivos, de produção de material didático, criação de sequencias didáticas, entre outras.",Coordenador,4,Daniele dos Santos Rosa | Eliene do Carmo Santos Nunes | Anderson Luiz Batista | Edilma Dias de Lima
6127,Daniele Dos Santos Rosa,Reitoria,Da leitura ao pensamento crítico: iniciação ao letramento midiático,PESQUISA,CONCLUIDO,2015,2016,"Este Projeto tem por objetivo desenvolver ferramentas para a leitura crítica, por meio da análise das edições de domingo dos jornais Correio Braziliense e o Aqui DF, ambos da Diários Associados, a fim de descrever, caracterizar e analisar as principais ferramentas linguísticas utilizadas pela mídia impressa para construir suas notícias e reportagens, desde a manchete até o texto completo, que podem reforçar, distorcer, neutralizar ou maximizar um significado real.",Coordenador,2,Daniele dos Santos Rosa | Kerennyne Kelly Herôncio de Souza
6127,Daniele Dos Santos Rosa,Reitoria,Práticas de Leitura e Escrita ? Jornal Escolar,EXTENSAO,CONCLUIDO,2015,2018,"O Projeto de Extensão Práticas de Leitura e Escrita ? Jornal Escolar consiste na elaboração e produção de dois volumes de um jornal escolar. Para tanto, será formada uma equipe, com alunos da graduação e do ensino médio integrado, que atuará desde a busca por notícias até a finalização dos originais para a impressão. Assim, os alunos terão a oportunidade de atuarem como repórteres, editores, diagramadores, ilustradores e revisores, apreendendo as técnicas e mecanismos que estão por trás dos textos publicados na mídia nacional. Essa prática de produção e leitura de textos possibilitará ao aluno desenvolver um olhar mais atento e mais crítico à sua realidade, podendo posicionar-se de forma ética no mundo, exercendo sua cidadania. Os exemplares serão distribuídos a toda a comunidade do IFB, estendendo-se às escolas de ensino médio da cidade de São Sebastião, de forma impressa (500 exemplares) e em formato digital.",Coordenador,4,Daniele dos Santos Rosa | Kerennyne Kelly Herôncio de Souza | Francisca Fernanda de Sales Taveira Carvalho | Jéssica Aquino Araújo Saraiva
6128,Katia Guimarães Sousa Palomo,Campus Brasília,O FORTALECIMENTO DA INTERAÇÃO HUMANO-HUMANO COMO ALICERCE PARA O ENGAJAMENTO NA APRENDIZAGEM DOS ESTUDANTES DA EDUCAÇÃO PROFISSIONAL,PESQUISA,CONCLUIDO,2022,2023,"Esta pesquisa se justifica, inicialmente, pelo alto índice de evasão e pelo desinteresse em aprender que afetam os estudantes da educação profissional, especialmente no período pós-pandemia, quando a modalidade de ensino a distância, caracterizada por maior flexibilidade espacial e temporal, foi amplamente adotada. O retorno ao espaço acadêmico é visto de formas distintas: para alguns, representa acolhimento e oportunidade de interação, enquanto para outros, é um retorno pouco vantajoso, devido à obrigatoriedade de comparecer a um local físico, o que torna o ensino presencial e o ensino a distância indistinguíveis em termos de experiência.Além disso, esta pesquisa contribui com o corpo docente ao mapear os procedimentos e metodologias mais eficazes, sob a perspectiva dos estudantes, para promover a aprendizagem na educação profissional, especificamente no campus Brasília. Também lança luz sobre a importância das interações humanas como fatores essenciais para o engajamento dos estudantes, enfatizando a relevância dessas conexões na construção de um ambiente de aprendizado motivador e inclusivo.",Coordenador,1,Katia Guimarães Sousa Palomo
6128,Katia Guimarães Sousa Palomo,Campus Brasília,APRENDIZAGEM META-INTERATIVA: uma metodologia inovadora Reestruturação da aprendizagem para o desenvolvimento cognitivo e afetivo de estudantes da educação profissional.,PESQUISA,CONCLUIDO,2018,2022,"Este artigo busca responder à seguinte questão: quais fatores influenciam o desenvolvimento cognitivo e afetivo de estudantes da educação profissional, com ênfase nas interações humanas, no uso de tecnologias lúdicas e nos Ambientes Educativos Inovadores? A relevância do estudo está em sua contribuição para a reestruturação do ensino-aprendizagem de adultos em um mundo em constante transformação, no contexto da chamada Aprendizagem Meta-Interativa. Os objetivos da investigação são: a) avaliar a influência das interações e afetividades entre colegas e docentes no engajamento dos estudantes; b) examinar as contribuições dos serious games como recursos de aprendizagem e de estímulo ao encantamento; c) identificar quais aspectos dos Ambientes Educativos Inovadores favorecem o engajamento; e d) verificar quais valores, conhecimentos e habilidades adquiridos durante o curso contribuíram para o desenvolvimento cognitivo e afetivo dos estudantes&quot;. A pesquisa, de caráter descritivo e abordagem quantitativa, utilizou um questionário online aplicado a egressos dos cursos técnicos e tecnólogos do Instituto Federal de Brasília (IFB) na área de Gestão e Negócios, que tiveram experiências com o serious game Gestão Virtual nos ambientes inovadores dos Laboratórios de Inovação (LabINOVA) do Campus Brasília/IFB. O uso de tecnologias inovadoras, como o serious game Gestão Virtual, mostrou-se fundamental para aprimorar o processo de aprendizagem. A utilização de tecnologias inovadoras e serious game Gestão Virtual revelou-se fundamental para aprimorar o processo de aprendizagem. Por fim, o engajamento e o encantamento dos estudantes estão profundamente ligados às relações afetivas entre colegas e docentes, bem como ao compromisso social construído e fortalecido ao longo do curso.",Coordenador,1,Katia Guimarães Sousa Palomo
6128,Katia Guimarães Sousa Palomo,Campus Brasília,A INTERAÇÃO ENTRE HUMANO-TECNOLOGIA LÚDICA:  CONSTRUÇÃO DE ROTEIROS COM NARRATIVAS DIGITAIS PARA O SERIOUS GAME GESTÃO VIRTUAL,PESQUISA,EM_ANDAMENTO,2024,,"O aprendizado na era digital exige abordagens específicas que respeitem as particularidades dos educandos. A Aprendizagem Meta-interativa, em seu segundo eixo, propõe a interação entre o humano e a tecnologia lúdica como fundamento para flexibilizar e atualizar o ensino. Essa dinâmica dialética permite que o ensino se adapte às peculiaridades e potencialidades de cada indivíduo, promovendo transformações por meio de vivências, produção de conhecimento e mudanças comportamentais.Na educação profissional, especialmente em gestão pública, proporcionar experiências práticas ainda é desafiador. Visitações técnicas a instituições públicas, embora valiosas, enfrentam limitações logísticas, como transporte, disponibilidade de horários e funcionamento reduzido de órgãos públicos no turno noturno. Alternativas como palestras e vídeos enriquecem a formação, mas não oferecem a vivência prática necessária ao desenvolvimento profissional.A Aprendizagem Meta-interativa apresenta-se como solução ao recriar experiências práticas em ambientes simulados. O protótipo de *Serious Game* *Gestão Virtual*, desenvolvido no projeto LabINOVA (2017-2019), exemplifica essa proposta. Ele permite vivências imersivas em gestão pública, unindo teoria e prática em uma experiência lúdica e interativa. Para seu pleno funcionamento, é necessário atualizar conteúdos, roteiros e normativos legais, integrando especialistas e programadores para construir uma ferramenta educacional desafiadora e inovadora.",Coordenador,1,Katia Guimarães Sousa Palomo
